id,callstarttime,crmid,callid,callcentername,callagentid,callselectedreason,calllength,callendtime,callsurveyscore
c22a08e2-53c8-11ea-ba4d-b88a60e194fb,2020-02-11T04:05:14+00:00,crmid:7593633,605607319,callcenter:4,agentid:495,Account Password Help,421,2020-02-11T04:04:48.000Z,
c22a08e3-53c8-11ea-bb5e-b88a60e194fb,2020-02-11T19:10:11+00:00,crmid:3732910,918019577,callcenter:3,agentid:344,Account Password Help,484,2020-02-11T19:10:21.000Z,4
c22a08e4-53c8-11ea-8783-b88a60e194fb,2020-02-08T15:03:52+00:00,crmid:4678533,335596149,callcenter:2,agentid:237,Reservation Change,563,2020-02-08T15:08:14.000Z,9
c22a2ff4-53c8-11ea-a1e4-b88a60e194fb,2020-02-11T22:15:50+00:00,crmid:1192568,541723869,callcenter:5,agentid:511,Reservation Change,870,2020-02-11T22:24:09.000Z,5
c22a2ff5-53c8-11ea-9176-b88a60e194fb,2020-02-09T21:24:20+00:00,crmid:8717894,369098665,callcenter:1,agentid:128,Payment Issue,472,2020-02-09T21:25:22.000Z,1
c22a2ff6-53c8-11ea-829f-b88a60e194fb,2020-02-09T09:07:53+00:00,crmid:9541660,225600455,callcenter:1,agentid:151,Account Password Help,541,2020-02-09T09:08:58.000Z,
c22a5708-53c8-11ea-a79f-b88a60e194fb,2020-02-08T20:50:51+00:00,crmid:7431085,856662389,callcenter:4,agentid:422,Website Issue,623,2020-02-08T20:53:15.000Z,3
c22a5709-53c8-11ea-a670-b88a60e194fb,2020-02-09T04:11:11+00:00,crmid:6517597,780297745,callcenter:1,agentid:110,Reservation Change,443,2020-02-09T04:12:14.000Z,8
c22a7e18-53c8-11ea-b12e-b88a60e194fb,2020-02-09T22:46:52+00:00,crmid:3222280,684430958,callcenter:2,agentid:268,Payment Issue,452,2020-02-09T22:40:03.000Z,
c22a7e19-53c8-11ea-b9cd-b88a60e194fb,2020-02-09T09:10:46+00:00,crmid:5708788,223270068,callcenter:2,agentid:252,Reservation Place Booking,852,2020-02-09T09:18:05.000Z,6
c22a7e1a-53c8-11ea-9cd7-b88a60e194fb,2020-02-11T23:04:04+00:00,crmid:1023852,586054884,callcenter:4,agentid:418,Payment Issue,292,2020-02-11T23:04:04.000Z,
c22aa522-53c8-11ea-af2a-b88a60e194fb,2020-02-09T04:14:43+00:00,crmid:3782079,505417552,callcenter:2,agentid:230,Payment Question,592,2020-02-09T04:19:32.000Z,3
c22aa523-53c8-11ea-82f6-b88a60e194fb,2020-02-10T07:43:34+00:00,crmid:8076476,907980084,callcenter:3,agentid:378,Website Question,452,2020-02-10T07:44:58.000Z,1
c22aa524-53c8-11ea-9bd9-b88a60e194fb,2020-02-10T06:46:53+00:00,crmid:7222997,205142275,callcenter:6,agentid:634,Payment Issue,105,2020-02-10T06:27:19.000Z,8
c22acc30-53c8-11ea-8b76-b88a60e194fb,2020-02-11T11:51:13+00:00,crmid:9465566,905714697,callcenter:6,agentid:614,Website Issue,415,2020-02-11T11:40:04.000Z,
c22acc31-53c8-11ea-a1ab-b88a60e194fb,2020-02-10T08:43:59+00:00,crmid:9316976,725990322,callcenter:4,agentid:487,Reservation Change,732,2020-02-10T08:48:39.000Z,5
c22acc32-53c8-11ea-b8c9-b88a60e194fb,2020-02-09T16:35:19+00:00,crmid:8972195,626369611,callcenter:2,agentid:263,Payment Question,785,2020-02-09T16:41:36.000Z,
c22af342-53c8-11ea-a3dd-b88a60e194fb,2020-02-11T14:43:28+00:00,crmid:7618065,295906754,callcenter:3,agentid:344,Payment Issue,259,2020-02-11T14:39:58.000Z,2
c22af343-53c8-11ea-ab69-b88a60e194fb,2020-02-08T15:28:35+00:00,crmid:3472514,884297137,callcenter:1,agentid:183,Account Issue,700,2020-02-08T15:34:04.000Z,
c22af344-53c8-11ea-821d-b88a60e194fb,2020-02-10T23:55:43+00:00,crmid:5119191,883540222,callcenter:4,agentid:475,Payment Issue,2572,2020-02-11T00:32:13.000Z,
c22b1a54-53c8-11ea-9dc5-b88a60e194fb,2020-02-09T05:55:18+00:00,crmid:6767133,939175489,callcenter:1,agentid:182,Payment Question,648,2020-02-09T05:59:56.000Z,6
c22b1a55-53c8-11ea-8774-b88a60e194fb,2020-02-11T17:50:34+00:00,crmid:9235629,397679370,callcenter:2,agentid:288,Account Question,418,2020-02-11T17:50:37.000Z,6
c22b1a56-53c8-11ea-bd99-b88a60e194fb,2020-02-09T15:47:28+00:00,crmid:7799104,826752719,callcenter:1,agentid:115,Account Issue,279,2020-02-09T15:46:24.000Z,
c22b4168-53c8-11ea-a5bc-b88a60e194fb,2020-02-09T20:43:21+00:00,crmid:4065224,965821414,callcenter:4,agentid:453,Account Password Help,570,2020-02-09T20:45:54.000Z,6
c22b4169-53c8-11ea-8135-b88a60e194fb,2020-02-10T11:13:03+00:00,crmid:1107848,462286763,callcenter:2,agentid:237,Account Issue,356,2020-02-10T11:12:23.000Z,5
c22b416a-53c8-11ea-bf8d-b88a60e194fb,2020-02-09T01:18:32+00:00,crmid:4622571,341288370,callcenter:5,agentid:559,Account Password Help,427,2020-02-09T01:19:18.000Z,
c22b6874-53c8-11ea-bfc7-b88a60e194fb,2020-02-11T07:49:10+00:00,crmid:1352894,151633468,callcenter:5,agentid:533,Reservation Place Booking,795,2020-02-11T07:55:40.000Z,2
c22b6875-53c8-11ea-ab08-b88a60e194fb,2020-02-11T08:37:34+00:00,crmid:6070109,616891618,callcenter:6,agentid:623,Reservation Change,458,2020-02-11T08:40:00.000Z,1
c22b6876-53c8-11ea-8dfa-b88a60e194fb,2020-02-11T23:53:43+00:00,crmid:2003145,977214381,callcenter:6,agentid:623,Account Password Help,107,2020-02-11T23:46:19.000Z,7
c22b8f82-53c8-11ea-bfb6-b88a60e194fb,2020-02-11T01:52:16+00:00,crmid:4292166,242845233,callcenter:1,agentid:171,Account Password Help,520,2020-02-11T01:55:23.000Z,
c22b8f83-53c8-11ea-b7a5-b88a60e194fb,2020-02-11T20:31:33+00:00,crmid:9370238,592346419,callcenter:5,agentid:576,Account Cancelation,461,2020-02-11T20:22:48.000Z,3
c22b8f84-53c8-11ea-ba3b-b88a60e194fb,2020-02-09T10:14:57+00:00,crmid:5470504,141636921,callcenter:6,agentid:659,Reservation Cancel,422,2020-02-09T10:16:41.000Z,
c22bb690-53c8-11ea-ace6-b88a60e194fb,2020-02-10T14:57:51+00:00,crmid:9149486,558886054,callcenter:2,agentid:271,Account Issue,647,2020-02-10T15:04:24.000Z,2
c22bb691-53c8-11ea-bffc-b88a60e194fb,2020-02-10T21:50:31+00:00,crmid:2392407,975661391,callcenter:1,agentid:141,Website Question,822,2020-02-10T21:59:03.000Z,5
c22bb692-53c8-11ea-a7f6-b88a60e194fb,2020-02-12T00:27:03+00:00,crmid:7411791,328319479,callcenter:2,agentid:250,Account Password Help,388,2020-02-12T00:25:45.000Z,4
c22bdda2-53c8-11ea-80ca-b88a60e194fb,2020-02-08T20:53:54+00:00,crmid:6400933,925440894,callcenter:6,agentid:666,Reservation Place Booking,883,2020-02-08T20:49:55.000Z,6
c22bdda3-53c8-11ea-9247-b88a60e194fb,2020-02-10T14:19:57+00:00,crmid:4219524,622047727,callcenter:3,agentid:363,Payment Question,485,2020-02-10T14:20:26.000Z,
c22bdda4-53c8-11ea-91fa-b88a60e194fb,2020-02-11T16:39:42+00:00,crmid:4211158,723176477,callcenter:1,agentid:160,Account Question,455,2020-02-11T16:29:56.000Z,4
c22c04ae-53c8-11ea-90fc-b88a60e194fb,2020-02-11T18:15:26+00:00,crmid:6637502,924914371,callcenter:5,agentid:585,Payment Issue,714,2020-02-11T18:19:55.000Z,3
c22c04af-53c8-11ea-a5aa-b88a60e194fb,2020-02-10T14:12:06+00:00,crmid:9377647,332996468,callcenter:3,agentid:363,Reservation Cancel,370,2020-02-10T14:12:09.000Z,3
c22c2bc0-53c8-11ea-bc52-b88a60e194fb,2020-02-11T23:01:05+00:00,crmid:8094427,751150417,callcenter:3,agentid:374,Website Issue,-61,2020-02-11T22:53:28.000Z,
c22c2bc1-53c8-11ea-a736-b88a60e194fb,2020-02-12T00:49:28+00:00,crmid:4103605,139142534,callcenter:1,agentid:153,Reservation Cancel,402,2020-02-12T00:45:12.000Z,5
c22c2bc2-53c8-11ea-ad4b-b88a60e194fb,2020-02-08T14:28:34+00:00,crmid:3123369,158734044,callcenter:1,agentid:154,Account Issue,553,2020-02-08T14:30:25.000Z,
c22c52d0-53c8-11ea-bf08-b88a60e194fb,2020-02-09T08:15:49+00:00,crmid:7490993,870942191,callcenter:6,agentid:629,Reservation Change,341,2020-02-09T08:05:34.000Z,6
c22c52d1-53c8-11ea-9cfa-b88a60e194fb,2020-02-10T20:23:05+00:00,crmid:2060934,246525585,callcenter:4,agentid:490,Account Cancelation,160,2020-02-10T20:18:30.000Z,
c22c52d2-53c8-11ea-a782-b88a60e194fb,2020-02-11T11:52:58+00:00,crmid:5421837,902130663,callcenter:6,agentid:640,Reservation Cancel,465,2020-02-11T11:54:18.000Z,1
c22c79e4-53c8-11ea-9f83-b88a60e194fb,2020-02-10T09:04:37+00:00,crmid:6769767,113339290,callcenter:6,agentid:676,Reservation Cancel,350,2020-02-10T08:49:50.000Z,
c22c79e5-53c8-11ea-9dbb-b88a60e194fb,2020-02-11T12:07:43+00:00,crmid:3333773,719015388,callcenter:3,agentid:347,Reservation Change,760,2020-02-11T12:13:03.000Z,
c22ca0f0-53c8-11ea-a006-b88a60e194fb,2020-02-08T20:36:12+00:00,crmid:5581341,194918252,callcenter:4,agentid:480,Payment Issue,585,2020-02-08T20:41:17.000Z,3
c22ca0f1-53c8-11ea-8c36-b88a60e194fb,2020-02-09T23:12:39+00:00,crmid:4884919,110341203,callcenter:1,agentid:141,Payment Issue,572,2020-02-09T23:16:33.000Z,
c22ca0f2-53c8-11ea-b482-b88a60e194fb,2020-02-10T08:32:39+00:00,crmid:5855566,844757949,callcenter:4,agentid:449,Reservation Change,937,2020-02-10T08:42:48.000Z,
c22cc800-53c8-11ea-ba06-b88a60e194fb,2020-02-10T21:39:28+00:00,crmid:8854042,919663389,callcenter:3,agentid:323,Account Issue,562,2020-02-10T21:42:45.000Z,7
c22cc801-53c8-11ea-b973-b88a60e194fb,2020-02-10T10:44:13+00:00,crmid:4773313,486681404,callcenter:5,agentid:571,Account Password Help,103,2020-02-10T10:39:18.000Z,
c22cc802-53c8-11ea-8587-b88a60e194fb,2020-02-11T23:19:54+00:00,crmid:3219162,426739507,callcenter:2,agentid:289,Payment Question,412,2020-02-11T23:20:19.000Z,5
c22cef14-53c8-11ea-8cdb-b88a60e194fb,2020-02-10T21:52:28+00:00,crmid:7552975,843926709,callcenter:6,agentid:696,Reservation Place Booking,735,2020-02-10T21:58:47.000Z,
c22cef15-53c8-11ea-a3f5-b88a60e194fb,2020-02-11T12:54:13+00:00,crmid:5193121,759088920,callcenter:5,agentid:547,Account Password Help,948,2020-02-11T13:04:38.000Z,
c22d16a2-53c8-11ea-8ac4-b88a60e194fb,2020-02-09T10:32:48+00:00,crmid:2203624,967159034,callcenter:4,agentid:464,Payment Question,475,2020-02-09T10:34:05.000Z,
c22d3d34-53c8-11ea-b5ff-b88a60e194fb,2020-02-10T10:18:32+00:00,crmid:6927399,749702862,callcenter:4,agentid:437,Payment Issue,421,2020-02-10T10:20:18.000Z,
c22d3d35-53c8-11ea-a511-b88a60e194fb,2020-02-10T07:43:13+00:00,crmid:5867760,543775268,callcenter:1,agentid:135,Payment Issue,591,2020-02-10T07:48:01.000Z,8
c22d3d36-53c8-11ea-a27a-b88a60e194fb,2020-02-09T22:57:52+00:00,crmid:7356304,925480092,callcenter:1,agentid:128,Account Cancelation,535,2020-02-09T22:58:56.000Z,7
c22d6442-53c8-11ea-b9bb-b88a60e194fb,2020-02-09T04:19:07+00:00,crmid:1875828,666714273,callcenter:6,agentid:657,Payment Issue,600,2020-02-09T04:20:54.000Z,
c22d6443-53c8-11ea-8080-b88a60e194fb,2020-02-08T22:16:17+00:00,crmid:2804269,370615428,callcenter:4,agentid:420,Account Issue,450,2020-02-08T22:09:06.000Z,4
c22d6444-53c8-11ea-baa8-b88a60e194fb,2020-02-09T20:04:20+00:00,crmid:4120618,984002152,callcenter:1,agentid:189,Reservation Place Booking,787,2020-02-09T20:11:03.000Z,1
c22d8b50-53c8-11ea-8d4b-b88a60e194fb,2020-02-08T23:34:55+00:00,crmid:6048876,338000132,callcenter:5,agentid:571,Reservation Place Booking,940,2020-02-08T23:42:08.000Z,3
c22d8b51-53c8-11ea-a3fc-b88a60e194fb,2020-02-11T12:21:19+00:00,crmid:6280418,164219943,callcenter:5,agentid:591,Account Password Help,611,2020-02-11T12:22:40.000Z,
c22d8b52-53c8-11ea-84ff-b88a60e194fb,2020-02-10T02:13:42+00:00,crmid:2343574,365666516,callcenter:4,agentid:474,Website Question,735,2020-02-10T02:17:29.000Z,
c22db262-53c8-11ea-8a17-b88a60e194fb,2020-02-10T15:56:15+00:00,crmid:7218253,981182360,callcenter:5,agentid:566,Website Question,312,2020-02-10T15:49:05.000Z,
c22db263-53c8-11ea-8cf4-b88a60e194fb,2020-02-10T22:27:09+00:00,crmid:3149243,380862658,callcenter:3,agentid:348,Account Password Help,319,2020-02-10T22:25:56.000Z,4
c22dd974-53c8-11ea-addc-b88a60e194fb,2020-02-08T17:41:08+00:00,crmid:8561690,847432597,callcenter:4,agentid:438,Payment Question,657,2020-02-08T17:46:55.000Z,
c22dd975-53c8-11ea-be7a-b88a60e194fb,2020-02-11T10:14:15+00:00,crmid:9047538,723557759,callcenter:1,agentid:199,Account Question,667,2020-02-11T10:19:54.000Z,
c22dd976-53c8-11ea-ac4d-b88a60e194fb,2020-02-10T23:30:47+00:00,crmid:2164962,890284344,callcenter:3,agentid:314,Payment Issue,574,2020-02-10T23:34:19.000Z,
c22e0080-53c8-11ea-92fa-b88a60e194fb,2020-02-10T00:05:16+00:00,crmid:1029727,461227900,callcenter:3,agentid:343,Account Password Help,677,2020-02-10T00:08:49.000Z,7
c22e0081-53c8-11ea-b530-b88a60e194fb,2020-02-11T12:37:52+00:00,crmid:9239002,521890197,callcenter:4,agentid:478,Account Issue,593,2020-02-11T12:41:33.000Z,
c22e0082-53c8-11ea-bf21-b88a60e194fb,2020-02-09T10:08:43+00:00,crmid:4933638,939129975,callcenter:3,agentid:391,Account Password Help,567,2020-02-09T09:59:16.000Z,2
c22e2798-53c8-11ea-8adf-b88a60e194fb,2020-02-11T21:23:32+00:00,crmid:4981762,655860698,callcenter:2,agentid:249,Payment Issue,717,2020-02-11T21:27:45.000Z,
c22e2799-53c8-11ea-8cbe-b88a60e194fb,2020-02-11T16:37:36+00:00,crmid:7572021,116088261,callcenter:3,agentid:347,Account Cancelation,513,2020-02-11T16:40:56.000Z,
c22e279a-53c8-11ea-837d-b88a60e194fb,2020-02-11T01:37:57+00:00,crmid:1879860,467171983,callcenter:4,agentid:472,Reservation Cancel,515,2020-02-11T01:29:17.000Z,
c22e4e9c-53c8-11ea-89ab-b88a60e194fb,2020-02-11T17:02:33+00:00,crmid:3889604,346435780,callcenter:3,agentid:326,Payment Question,273,2020-02-11T17:01:02.000Z,
c22e4e9d-53c8-11ea-9f98-b88a60e194fb,2020-02-09T02:18:21+00:00,crmid:6965292,208096841,callcenter:3,agentid:313,Payment Issue,635,2020-02-09T02:21:57.000Z,5
c22e4e9e-53c8-11ea-8afb-b88a60e194fb,2020-02-09T09:56:37+00:00,crmid:2743872,680531424,callcenter:6,agentid:679,Reservation Place Booking,765,2020-02-09T09:47:25.000Z,
c22e75b0-53c8-11ea-adc7-b88a60e194fb,2020-02-10T20:15:00+00:00,crmid:1767229,616698345,callcenter:3,agentid:391,Payment Question,770,2020-02-10T20:20:01.000Z,
c22e75b1-53c8-11ea-a1fc-b88a60e194fb,2020-02-11T04:40:10+00:00,crmid:4605572,481570614,callcenter:1,agentid:195,Account Issue,699,2020-02-11T04:39:15.000Z,
c22e75b2-53c8-11ea-a229-b88a60e194fb,2020-02-11T17:13:51+00:00,crmid:3467713,912738641,callcenter:1,agentid:134,Reservation Place Booking,933,2020-02-11T17:11:17.000Z,2
c22e9cc6-53c8-11ea-b27c-b88a60e194fb,2020-02-10T18:36:16+00:00,crmid:3108845,366226590,callcenter:6,agentid:674,Account Password Help,397,2020-02-10T18:27:14.000Z,7
c22ec492-53c8-11ea-bce0-b88a60e194fb,2020-02-11T22:35:12+00:00,crmid:5046074,104342120,callcenter:5,agentid:561,Payment Issue,272,2020-02-11T22:32:15.000Z,
c22ec493-53c8-11ea-bf64-b88a60e194fb,2020-02-10T16:22:29+00:00,crmid:9335513,538726040,callcenter:2,agentid:231,Account Password Help,204,2020-02-10T16:19:35.000Z,
c22ec494-53c8-11ea-b0b3-b88a60e194fb,2020-02-10T11:51:04+00:00,crmid:6955163,239736661,callcenter:2,agentid:254,Reservation Change,869,2020-02-10T12:00:02.000Z,4
c22eeade-53c8-11ea-a11e-b88a60e194fb,2020-02-11T12:39:53+00:00,crmid:2390757,480682014,callcenter:6,agentid:631,Account Password Help,702,2020-02-11T12:31:00.000Z,8
c22eeadf-53c8-11ea-b3af-b88a60e194fb,2020-02-09T13:10:41+00:00,crmid:6111329,368533199,callcenter:2,agentid:260,Reservation Place Booking,1005,2020-02-09T13:20:57.000Z,
c22eeae0-53c8-11ea-9195-b88a60e194fb,2020-02-08T19:37:16+00:00,crmid:8733182,762936964,callcenter:3,agentid:367,Account Issue,202,2020-02-08T19:35:17.000Z,5
c22f11ee-53c8-11ea-8568-b88a60e194fb,2020-02-09T14:34:43+00:00,crmid:7392066,430981014,callcenter:2,agentid:278,Account Question,350,2020-02-09T14:26:43.000Z,7
c22f11ef-53c8-11ea-84a7-b88a60e194fb,2020-02-10T14:29:05+00:00,crmid:2447547,249963688,callcenter:2,agentid:292,Payment Question,404,2020-02-10T14:29:28.000Z,
c22f3900-53c8-11ea-876d-b88a60e194fb,2020-02-09T14:15:59+00:00,crmid:3518333,810318529,callcenter:2,agentid:256,Account Password Help,511,2020-02-09T14:17:49.000Z,
c22f3901-53c8-11ea-a698-b88a60e194fb,2020-02-09T15:37:01+00:00,crmid:3231234,985296339,callcenter:3,agentid:312,Reservation Change,1581,2020-02-09T15:58:58.000Z,7
c22f3902-53c8-11ea-ac29-b88a60e194fb,2020-02-08T17:07:28+00:00,crmid:7437040,969751362,callcenter:4,agentid:426,Reservation Change,83,2020-02-08T17:02:41.000Z,
c22f6010-53c8-11ea-9c90-b88a60e194fb,2020-02-08T13:57:47+00:00,crmid:1257676,941593829,callcenter:5,agentid:563,Reservation Place Booking,870,2020-02-08T14:06:19.000Z,8
c22f6011-53c8-11ea-8724-b88a60e194fb,2020-02-09T02:26:26+00:00,crmid:4285260,794649449,callcenter:4,agentid:461,Payment Issue,358,2020-02-09T02:17:08.000Z,
c22f6012-53c8-11ea-811f-b88a60e194fb,2020-02-11T23:32:30+00:00,crmid:7425118,854711699,callcenter:4,agentid:470,Account Password Help,208,2020-02-11T23:29:26.000Z,
c22f871e-53c8-11ea-afb8-b88a60e194fb,2020-02-08T20:30:32+00:00,crmid:9949550,200464401,callcenter:2,agentid:272,Reservation Place Booking,858,2020-02-08T20:37:28.000Z,3
c22f871f-53c8-11ea-b93f-b88a60e194fb,2020-02-10T05:48:35+00:00,crmid:3611300,305154096,callcenter:6,agentid:637,Reservation Place Booking,1012,2020-02-10T05:50:44.000Z,1
c22f8720-53c8-11ea-8abf-b88a60e194fb,2020-02-10T17:41:15+00:00,crmid:4369518,811824042,callcenter:2,agentid:220,Website Question,619,2020-02-10T17:44:42.000Z,6
c22fae2e-53c8-11ea-ba33-b88a60e194fb,2020-02-09T09:50:47+00:00,crmid:7242663,719243878,callcenter:5,agentid:576,Website Issue,672,2020-02-09T09:56:07.000Z,
c22fd5d2-53c8-11ea-a9b0-b88a60e194fb,2020-02-10T11:48:40+00:00,crmid:3230640,177492693,callcenter:6,agentid:669,Account Issue,709,2020-02-10T11:51:00.000Z,9
c22fd5d3-53c8-11ea-98f9-b88a60e194fb,2020-02-11T00:38:47+00:00,crmid:3683991,756981899,callcenter:2,agentid:268,Reservation Place Booking,907,2020-02-11T00:47:19.000Z,2
c22fd5d4-53c8-11ea-8421-b88a60e194fb,2020-02-11T11:24:00+00:00,crmid:2390415,452074648,callcenter:4,agentid:489,Website Issue,268,2020-02-11T11:21:02.000Z,6
c22ffc52-53c8-11ea-87a0-b88a60e194fb,2020-02-10T04:12:52+00:00,crmid:4699011,892291640,callcenter:1,agentid:115,Payment Question,186,2020-02-10T03:56:40.000Z,
c22ffc53-53c8-11ea-bb50-b88a60e194fb,2020-02-08T11:25:42+00:00,crmid:6774743,941587691,callcenter:1,agentid:156,Account Password Help,679,2020-02-08T11:18:34.000Z,8
c22ffc54-53c8-11ea-b728-b88a60e194fb,2020-02-11T11:02:33+00:00,crmid:5799321,797160349,callcenter:4,agentid:429,Website Issue,534,2020-02-11T10:59:14.000Z,8
c230235e-53c8-11ea-9bd3-b88a60e194fb,2020-02-11T15:05:41+00:00,crmid:7894085,453525407,callcenter:1,agentid:153,Account Cancelation,439,2020-02-11T15:06:50.000Z,
c230235f-53c8-11ea-9ca7-b88a60e194fb,2020-02-11T19:17:37+00:00,crmid:4643301,981598223,callcenter:6,agentid:673,Reservation Place Booking,966,2020-02-11T19:27:14.000Z,
c2302360-53c8-11ea-b03e-b88a60e194fb,2020-02-08T13:58:24+00:00,crmid:5771772,497786250,callcenter:6,agentid:637,Account Password Help,524,2020-02-08T14:00:35.000Z,5
c2304a6e-53c8-11ea-8cbc-b88a60e194fb,2020-02-11T20:23:03+00:00,crmid:9554930,248659918,callcenter:2,agentid:229,Reservation Cancel,420,2020-02-11T20:22:10.000Z,
c2304a6f-53c8-11ea-88ac-b88a60e194fb,2020-02-11T19:05:24+00:00,crmid:6106268,356864072,callcenter:2,agentid:276,Website Issue,530,2020-02-11T18:53:08.000Z,
