id,reservationid,orderid,crmid,timestamp,orderType,productsku,hotelCheckInUnix,hotelCheckOutUnix,hotelCheckInTS,hotelCheckOutTS,hotelName,hotelChain,hotelLocation,hotelRoomType,hotelRoomCount,hotelGuestAdultCount,hotelGuestChildCount,hotelNightCount,hotelRoomPrice,hotelFinalPrice
orderid:215896,RRA-HXHS,orderid:215896,crmid:8851387354,2020-02-15T21:45:5521:44:40.000Z,website,prd1193,1581889555,1582148755,2020-02-16T21:45:55+00:00,2020-02-19T21:45:55+00:00,Grandeur Hotels: Kinshasa,Grandeur Hotels,Kinshasa,standard,1,1,0,3,129.03,387.09
orderid:421520,KIC-SCEY,orderid:421520,crmid:5083577770,2020-02-15T21:40:2121:44:40.000Z,website,prd1022,1581975621,1582062021,2020-02-17T21:40:21+00:00,2020-02-18T21:40:21+00:00,Blue Reef Resort: Washington DC,Blue Reef Resort,Washington DC,premium,1,1,0,1,98.3,98.3
orderid:159363,CHB-MJAX,orderid:159363,crmid:9067351181,2020-02-15T21:36:2721:44:40.000Z,website,prd1095,1582407387,1582493787,2020-02-22T21:36:27+00:00,2020-02-23T21:36:27+00:00,Hospitality Inn: Casablanca,Hospitality Inn,Casablanca,standard,1,1,0,1,159.37,159.37
orderid:836408,HZ6-DHAX,orderid:836408,crmid:5457122439,2020-02-15T21:36:2221:44:40.000Z,website,prd1059,1581888982,1582061782,2020-02-16T21:36:22+00:00,2020-02-18T21:36:22+00:00,Hospitality Inn: Kinshasa,Hospitality Inn,Kinshasa,standard,1,1,0,2,120.96,241.92
orderid:469898,AQU-RQ49,orderid:469898,crmid:6516551197,2020-02-15T21:13:4721:44:40.000Z,website,prd1135,1583702027,1584047627,2020-03-08T21:13:47+00:00,2020-03-12T21:13:47+00:00,Family Fun Hotels: Vancouver,Family Fun Hotels,Vancouver,standard,1,1,0,4,174.44,697.76
orderid:246913,NIF-L95P,orderid:246913,crmid:8425375215,2020-02-15T21:06:3621:44:40.000Z,website,prd1107,1583874396,1584651996,2020-03-10T21:06:36+00:00,2020-03-19T21:06:36+00:00,Hospitality Inn: Kharkiv,Hospitality Inn,Kharkiv,standard,1,1,4,9,114.46,1030.14
orderid:508714,LEQ-WX5G,orderid:508714,crmid:6434180051,2020-02-15T20:59:2121:44:40.000Z,website,prd1055,1581973161,1582145961,2020-02-17T20:59:21+00:00,2020-02-19T20:59:21+00:00,Nesting Box Inn: Bakersfield,Nesting Box Inn,Bakersfield,standard,1,1,0,2,74.17,148.34
orderid:888780,FOQ-BSNT,orderid:888780,crmid:9457254063,2020-02-15T20:33:5421:44:40.000Z,website,prd1047,1583786034,1585427634,2020-03-09T20:33:54+00:00,2020-03-28T20:33:54+00:00,Hospitality Inn: Oakland,Hospitality Inn,Oakland,standard,1,1,0,19,143.38,2724.22
orderid:962005,VLA-RLPM,orderid:962005,crmid:8746552949,2020-02-15T20:24:5421:44:40.000Z,website,prd1050,1581884694,1582230294,2020-02-16T20:24:54+00:00,2020-02-20T20:24:54+00:00,Restful Nights: Arlington,Restful Nights,Arlington,standard,1,1,0,4,164.35,657.4
orderid:831637,KLP-6TFJ,orderid:831637,crmid:2736634624,2020-02-15T20:23:5721:44:40.000Z,website,prd1178,1581884637,1581971037,2020-02-16T20:23:57+00:00,2020-02-17T20:23:57+00:00,Blue Reef Resort: Colorado Springs,Blue Reef Resort,Colorado Springs,standard,1,1,0,1,119.92,119.92
orderid:563053,9SN-QQZM,orderid:563053,crmid:7639238027,2020-02-15T20:19:3221:44:40.000Z,website,prd1177,1582402772,1582834772,2020-02-22T20:19:32+00:00,2020-02-27T20:19:32+00:00,Admiralty Plaza: Raleigh,Admiralty Plaza,Raleigh,luxury,1,1,0,5,387.67,1938.35
orderid:844400,TPY-GDE5,orderid:844400,crmid:6379701877,2020-02-15T20:01:0021:44:40.000Z,website,prd1107,1581969660,1582142460,2020-02-17T20:01:00+00:00,2020-02-19T20:01:00+00:00,Hospitality Inn: Kharkiv,Hospitality Inn,Kharkiv,standard,1,1,0,2,133.09,266.18
orderid:124184,YN6-Q1PO,orderid:124184,crmid:[17278A8E02B00928],2020-02-15T19:58:5821:44:40.000Z,website,prd1118,1582055938,1582228738,2020-02-18T19:58:58+00:00,2020-02-20T19:58:58+00:00,Blue Reef Resort: Cologne,Blue Reef Resort,Cologne,standard,1,1,0,2,158.63,317.26
orderid:273504,0UU-USHS,orderid:273504,crmid:1539619644,2020-02-15T19:56:3221:44:40.000Z,website,prd1105,1581969392,1582401392,2020-02-17T19:56:32+00:00,2020-02-22T19:56:32+00:00,Admiralty Plaza: Barcelona,Admiralty Plaza,Barcelona,standard,1,1,0,5,129.65,648.25
orderid:820177,9TL-CWEA,orderid:820177,crmid:1789277903,2020-02-15T19:45:1521:44:40.000Z,website,prd1089,1582141515,1582400715,2020-02-19T19:45:15+00:00,2020-02-22T19:45:15+00:00,Sapphire Suites: Rome,Sapphire Suites,Rome,standard,1,1,0,3,114.94,344.82
orderid:995807,VOE-OY56,orderid:995807,crmid:2328522611,2020-02-15T19:42:4521:44:40.000Z,website,prd1161,1581968565,1582141365,2020-02-17T19:42:45+00:00,2020-02-19T19:42:45+00:00,Sapphire Suites: Memphis,Sapphire Suites,Memphis,ultra-luxury,1,1,0,2,262.89,525.78
orderid:768478,U2H-UYYP,orderid:768478,crmid:2644470742,2020-02-15T19:38:5521:44:40.000Z,website,prd1166,1583609935,1583696335,2020-03-07T19:38:55+00:00,2020-03-08T19:38:55+00:00,Blue Reef Resort: Baltimore,Blue Reef Resort,Baltimore,standard,1,1,0,1,137.16,137.16
orderid:411941,JL9-2EGO,orderid:411941,crmid:5713685419,2020-02-15T19:30:0921:44:40.000Z,website,prd1148,1581967809,1582227009,2020-02-17T19:30:09+00:00,2020-02-20T19:30:09+00:00,Aspen Heights: Jacksonville,Aspen Heights,Jacksonville,premium,1,1,0,3,145.27,435.81
orderid:237464,WFD-FHHQ,orderid:237464,crmid:[7BDDAA2B237D8631],2020-02-15T19:29:4421:44:40.000Z,website,prd1196,1581967784,1582226984,2020-02-17T19:29:44+00:00,2020-02-20T19:29:44+00:00,Aspen Heights: Moscow,Aspen Heights,Moscow,standard,1,1,0,3,103.57,310.71
orderid:694879,ACO-3TJM,orderid:694879,crmid:[50C35B829D0FF3A2],2020-02-15T19:29:1921:44:40.000Z,website,prd1037,1582054159,1582140559,2020-02-18T19:29:19+00:00,2020-02-19T19:29:19+00:00,Grandeur Hotels: Sacramento,Grandeur Hotels,Sacramento,standard,1,1,0,1,180.72,180.72
orderid:331334,XEO-TJXY,orderid:331334,crmid:2335512246,2020-02-15T19:24:3921:44:40.000Z,website,prd1165,1581881079,1581967479,2020-02-16T19:24:39+00:00,2020-02-17T19:24:39+00:00,Admiralty Plaza: Louisville,Admiralty Plaza,Louisville,standard,1,1,0,1,121.7,121.7
orderid:179376,SPS-PVK5,orderid:179376,crmid:6668993611,2020-02-15T19:16:5121:44:40.000Z,website,prd1137,1581880611,1582053411,2020-02-16T19:16:51+00:00,2020-02-18T19:16:51+00:00,Sapphire Suites: Manila,Sapphire Suites,Manila,standard,1,1,0,2,127.72,255.44
orderid:912355,XMN-LBNZ,orderid:912355,crmid:9918049608,2020-02-15T18:48:3521:44:40.000Z,website,prd1143,1581878915,1582051715,2020-02-16T18:48:35+00:00,2020-02-18T18:48:35+00:00,Hospitality Inn: San Antonio,Hospitality Inn,San Antonio,standard,1,1,0,2,155.01,310.02
orderid:380999,UGI-3KU6,orderid:380999,crmid:[649618239F93BE3C],2020-02-15T18:44:2121:44:40.000Z,website,prd1053,1582051461,1582224261,2020-02-18T18:44:21+00:00,2020-02-20T18:44:21+00:00,Sapphire Suites: Cleveland,Sapphire Suites,Cleveland,premium,1,1,0,2,126.31,252.62
orderid:281160,YZH-CDHA,orderid:281160,crmid:5534527119,2020-02-15T18:43:0121:44:40.000Z,website,prd1040,1581878581,1582137781,2020-02-16T18:43:01+00:00,2020-02-19T18:43:01+00:00,Aspen Heights: Atlanta,Aspen Heights,Atlanta,standard,1,1,0,3,146.62,439.86
orderid:332325,BBQ-LJA5,orderid:332325,crmid:9801653854,2020-02-15T18:23:4621:44:40.000Z,website,prd1190,1581877426,1582223026,2020-02-16T18:23:46+00:00,2020-02-20T18:23:46+00:00,Blue Reef Resort: Aurora,Blue Reef Resort,Aurora,luxury,1,1,0,4,305.43,1221.72
orderid:122256,IQR-7DCU,orderid:122256,crmid:[214E8E12F7EB813E],2020-02-15T18:23:0321:44:40.000Z,website,prd1004,1583691783,1584382983,2020-03-08T18:23:03+00:00,2020-03-16T18:23:03+00:00,Aspen Heights: Boulder,Aspen Heights,Boulder,standard,1,1,1,8,123.79,990.32
orderid:171820,DZS-BEYD,orderid:171820,crmid:4619429966,2020-02-15T18:03:1421:44:40.000Z,website,prd1001,1581876194,1582048994,2020-02-16T18:03:14+00:00,2020-02-18T18:03:14+00:00,Grandeur Hotels: New York,Grandeur Hotels,New York,standard,1,1,0,2,138.02,276.04
orderid:479066,S7D-KPWG,orderid:479066,crmid:2342505394,2020-02-15T17:57:5221:44:40.000Z,website,prd1170,1581875872,1582307872,2020-02-16T17:57:52+00:00,2020-02-21T17:57:52+00:00,Restful Nights: Fresno,Restful Nights,Fresno,standard,1,1,0,5,177.04,885.2
orderid:923961,BL1-M1S9,orderid:923961,crmid:6266742256,2020-02-15T17:56:5621:44:40.000Z,website,prd1118,1581875816,1582221416,2020-02-16T17:56:56+00:00,2020-02-20T17:56:56+00:00,Blue Reef Resort: Cologne,Blue Reef Resort,Cologne,standard,1,1,0,4,137.59,550.36
orderid:258510,VNR-AHZQ,orderid:258510,crmid:[74C2E654625F6E65],2020-02-15T17:35:3121:44:40.000Z,website,prd1018,1581874531,1582306531,2020-02-16T17:35:31+00:00,2020-02-21T17:35:31+00:00,Sego Lily Suites: Indianapolis,Sego Lily Suites,Indianapolis,standard,1,1,0,5,157.09,785.45
orderid:485184,WMO-1RXQ,orderid:485184,crmid:[64A71B576FC5B1FE],2020-02-15T17:34:4121:44:40.000Z,website,prd1057,1582133681,1582220081,2020-02-19T17:34:41+00:00,2020-02-20T17:34:41+00:00,Admiralty Plaza: Mumbai,Admiralty Plaza,Mumbai,standard,1,1,0,1,117.68,117.68
orderid:410762,ZXO-DEBI,orderid:410762,crmid:3159785818,2020-02-15T17:32:4421:44:40.000Z,website,prd1013,1583515964,1584466364,2020-03-06T17:32:44+00:00,2020-03-17T17:32:44+00:00,Grandeur Hotels: Austin,Grandeur Hotels,Austin,standard,1,1,0,11,145.92,1605.12
orderid:581565,D3O-UMHT,orderid:581565,crmid:6328282362,2020-02-15T17:32:3121:44:40.000Z,website,prd1179,1581874351,1581960751,2020-02-16T17:32:31+00:00,2020-02-17T17:32:31+00:00,Hospitality Inn: Miami,Hospitality Inn,Miami,premium,1,1,0,1,117.49,117.49
orderid:371336,DOV-V8GX,orderid:371336,crmid:5240352635,2020-02-15T17:31:5021:44:40.000Z,website,prd1153,1583688710,1584207110,2020-03-08T17:31:50+00:00,2020-03-14T17:31:50+00:00,Admiralty Plaza: Charlotte,Admiralty Plaza,Charlotte,premium,1,1,2,6,160.01,960.06
orderid:682333,XRZ-MWDZ,orderid:682333,crmid:1333400520,2020-02-15T17:28:2521:44:40.000Z,website,prd1083,1581874105,1581960505,2020-02-16T17:28:25+00:00,2020-02-17T17:28:25+00:00,Hospitality Inn: Bangkok,Hospitality Inn,Bangkok,standard,1,1,0,1,114.51,114.51
orderid:610578,FNW-IHKR,orderid:610578,crmid:1590044261,2020-02-15T17:24:1721:44:40.000Z,website,prd1035,1583169857,1583688257,2020-03-02T17:24:17+00:00,2020-03-08T17:24:17+00:00,Hospitality Inn: Tucson,Hospitality Inn,Tucson,premium,1,1,0,6,182.29,1093.74
orderid:334064,QUD-BZXA,orderid:334064,crmid:[487747895571FFB3],2020-02-15T17:22:4121:44:40.000Z,website,prd1041,1581873761,1582046561,2020-02-16T17:22:41+00:00,2020-02-18T17:22:41+00:00,Sapphire Suites: Long Beach,Sapphire Suites,Long Beach,standard,1,1,0,2,121.49,242.98
orderid:429161,4CY-ZWKG,orderid:429161,crmid:2385529916,2020-02-15T17:22:0821:44:40.000Z,website,prd1029,1581873728,1581960128,2020-02-16T17:22:08+00:00,2020-02-17T17:22:08+00:00,Sapphire Suites: Oklahoma City,Sapphire Suites,Oklahoma City,standard,1,1,0,1,175.42,175.42
orderid:703338,6VZ-FBM4,orderid:703338,crmid:7985388850,2020-02-15T17:21:0321:44:40.000Z,website,prd1117,1582046463,1582132863,2020-02-18T17:21:03+00:00,2020-02-19T17:21:03+00:00,Admiralty Plaza: Dublin,Admiralty Plaza,Dublin,standard,1,1,0,1,144.2,144.2
orderid:187007,YSH-HV3P,orderid:187007,crmid:9923969916,2020-02-15T17:20:4921:44:40.000Z,website,prd1025,1581960049,1582132849,2020-02-17T17:20:49+00:00,2020-02-19T17:20:49+00:00,Grandeur Hotels: Detroit,Grandeur Hotels,Detroit,standard,1,1,0,2,113.32,226.64
orderid:310667,JJO-4EET,orderid:310667,crmid:8950228487,2020-02-15T17:20:3821:44:40.000Z,website,prd1177,1581873638,1581960038,2020-02-16T17:20:38+00:00,2020-02-17T17:20:38+00:00,Admiralty Plaza: Raleigh,Admiralty Plaza,Raleigh,standard,1,1,0,1,160.99,160.99
orderid:950000,LJ7-KZKH,orderid:950000,crmid:7871056122,2020-02-15T17:16:1521:44:40.000Z,website,prd1022,1581873375,1582132575,2020-02-16T17:16:15+00:00,2020-02-19T17:16:15+00:00,Blue Reef Resort: Washington DC,Blue Reef Resort,Washington DC,standard,1,1,0,3,143.28,429.84
orderid:341352,UBX-MXYZ,orderid:341352,crmid:9614335868,2020-02-15T17:07:0121:44:40.000Z,website,prd1076,1583255221,1583946421,2020-03-03T17:07:01+00:00,2020-03-11T17:07:01+00:00,Aspen Heights: Bogota,Aspen Heights,Bogota,standard,1,1,2,8,149.81,1198.48
orderid:378686,7RZ-HNQY,orderid:378686,crmid:6429187396,2020-02-15T16:56:3421:44:40.000Z,website,prd1082,1581872194,1582131394,2020-02-16T16:56:34+00:00,2020-02-19T16:56:34+00:00,Blue Reef Resort: Surat,Blue Reef Resort,Surat,standard,1,1,0,3,136.8,410.4
orderid:308348,YKJ-LYJO,orderid:308348,crmid:7170842039,2020-02-15T16:51:2721:44:40.000Z,website,prd1101,1582649487,1583599887,2020-02-25T16:51:27+00:00,2020-03-07T16:51:27+00:00,Sapphire Suites: Vienna,Sapphire Suites,Vienna,standard,1,1,0,11,140.52,1545.72
orderid:553826,E8N-TBCD,orderid:553826,crmid:9114181328,2020-02-15T16:39:3021:44:40.000Z,website,prd1016,1583512770,1584895170,2020-03-06T16:39:30+00:00,2020-03-22T16:39:30+00:00,Aspen Heights: Columbus,Aspen Heights,Columbus,premium,1,1,3,16,178.39,2854.24
orderid:244559,3U8-6EXW,orderid:244559,crmid:7265974529,2020-02-15T16:39:1421:44:40.000Z,website,prd1009,1581957554,1582130354,2020-02-17T16:39:14+00:00,2020-02-19T16:39:14+00:00,Admiralty Plaza: San Antonio,Admiralty Plaza,San Antonio,standard,1,1,0,2,176.01,352.02
orderid:698922,V1I-IPVU,orderid:698922,crmid:2454819640,2020-02-15T16:36:4721:44:40.000Z,website,prd1167,1584031007,1584722207,2020-03-12T16:36:47+00:00,2020-03-20T16:36:47+00:00,Hospitality Inn: Milwaukee,Hospitality Inn,Milwaukee,premium,1,1,2,8,166.47,1331.76
orderid:219678,TAW-MCPZ,orderid:219678,crmid:8467411815,2020-02-15T16:29:4921:44:40.000Z,website,prd1127,1582043389,1583080189,2020-02-18T16:29:49+00:00,2020-03-01T16:29:49+00:00,Nesting Box Inn: Glasgow,Nesting Box Inn,Glasgow,premium,1,1,0,12,110.7,1328.4
orderid:956482,F9M-JDON,orderid:956482,crmid:6176465752,2020-02-15T16:23:3621:44:40.000Z,website,prd1033,1581956616,1582043016,2020-02-17T16:23:36+00:00,2020-02-18T16:23:36+00:00,Admiralty Plaza: Milwaukee,Admiralty Plaza,Milwaukee,standard,1,1,0,1,146.63,146.63
orderid:730955,FWI-O1M6,orderid:730955,crmid:4764680333,2020-02-15T16:19:0821:44:40.000Z,website,prd1123,1582561148,1583079548,2020-02-24T16:19:08+00:00,2020-03-01T16:19:08+00:00,Family Fun Hotels: Amsterdam,Family Fun Hotels,Amsterdam,standard,1,1,0,6,101.27,607.62
orderid:696711,972-FHT6,orderid:696711,crmid:2913821757,2020-02-15T16:14:5721:44:40.000Z,website,prd1097,1581869697,1581956097,2020-02-16T16:14:57+00:00,2020-02-17T16:14:57+00:00,Grandeur Hotels: Buenos Aires,Grandeur Hotels,Buenos Aires,standard,1,1,0,1,153.31,153.31
orderid:298649,7LH-KPW4,orderid:298649,crmid:3563491299,2020-02-15T16:12:4221:44:40.000Z,website,prd1052,1581869562,1582042362,2020-02-16T16:12:42+00:00,2020-02-18T16:12:42+00:00,Aspen Heights: Wichita,Aspen Heights,Wichita,ultra-luxury,1,1,0,2,359.84,719.68
orderid:783664,S3F-HEE5,orderid:783664,crmid:1864000944,2020-02-15T16:11:0221:44:40.000Z,website,prd1129,1581869462,1582301462,2020-02-16T16:11:02+00:00,2020-02-21T16:11:02+00:00,Admiralty Plaza: Helsinki,Admiralty Plaza,Helsinki,premium,1,1,0,5,119.6,598.0
orderid:245352,R2Z-TKPZ,orderid:245352,crmid:[3273AC63652B2CD8],2020-02-15T16:07:4421:44:40.000Z,website,prd1044,1582128464,1582387664,2020-02-19T16:07:44+00:00,2020-02-22T16:07:44+00:00,Repose Resort: Colorado Springs,Repose Resort,Colorado Springs,premium,1,1,0,3,209.51,628.53
orderid:325300,CKY-AORF,orderid:325300,crmid:[556C10E930D1FD31],2020-02-15T16:07:1321:44:40.000Z,website,prd1172,1584288433,1585152433,2020-03-15T16:07:13+00:00,2020-03-25T16:07:13+00:00,Aspen Heights: Mesa,Aspen Heights,Mesa,standard,1,1,0,10,163.72,1637.2
orderid:333028,GQ3-2XI3,orderid:333028,crmid:9283936442,2020-02-15T16:07:1121:44:40.000Z,website,prd1069,1581869231,1582214831,2020-02-16T16:07:11+00:00,2020-02-20T16:07:11+00:00,Admiralty Plaza: Singapore,Admiralty Plaza,Singapore,luxury,1,1,0,4,297.88,1191.52
orderid:881987,COZ-AKWN,orderid:881987,crmid:3889844256,2020-02-15T16:02:3921:44:40.000Z,website,prd1185,1584028959,1584460959,2020-03-12T16:02:39+00:00,2020-03-17T16:02:39+00:00,Sapphire Suites: New Orleans,Sapphire Suites,New Orleans,standard,1,1,0,5,146.08,730.4
orderid:721937,N4Y-5Q95,orderid:721937,crmid:9044885870,2020-02-15T15:55:0221:44:40.000Z,website,prd1107,1582041302,1582473302,2020-02-18T15:55:02+00:00,2020-02-23T15:55:02+00:00,Hospitality Inn: Kharkiv,Hospitality Inn,Kharkiv,standard,1,1,0,5,140.97,704.85
orderid:406867,VXU-XFSY,orderid:406867,crmid:3009420295,2020-02-15T15:51:3121:44:40.000Z,website,prd1076,1581868291,1582127491,2020-02-16T15:51:31+00:00,2020-02-19T15:51:31+00:00,Aspen Heights: Bogota,Aspen Heights,Bogota,premium,1,1,0,3,143.75,431.25
orderid:888244,NZV-XTOW,orderid:888244,crmid:7343284774,2020-02-15T15:49:5621:44:40.000Z,website,prd1133,1583423396,1583941796,2020-03-05T15:49:56+00:00,2020-03-11T15:49:56+00:00,Grandeur Hotels: Toronto,Grandeur Hotels,Toronto,standard,1,1,0,6,147.75,886.5
orderid:931057,HCS-FMKX,orderid:931057,crmid:4486276220,2020-02-15T15:48:3621:44:40.000Z,website,prd1028,1582645716,1583250516,2020-02-25T15:48:36+00:00,2020-03-03T15:48:36+00:00,Aspen Heights: Portland,Aspen Heights,Portland,standard,1,1,0,7,135.76,950.32
orderid:441132,Y5A-XNGZ,orderid:441132,crmid:[4F0CA4C70635A04F],2020-02-15T15:41:4921:44:40.000Z,website,prd1129,1581867709,1582126909,2020-02-16T15:41:49+00:00,2020-02-19T15:41:49+00:00,Admiralty Plaza: Helsinki,Admiralty Plaza,Helsinki,standard,1,1,0,3,157.98,473.94
orderid:370506,1D3-BFNC,orderid:370506,crmid:[6F846E9416B02DB3],2020-02-15T15:34:5121:44:40.000Z,website,prd1189,1582385691,1583163291,2020-02-22T15:34:51+00:00,2020-03-02T15:34:51+00:00,Admiralty Plaza: Bakersfield,Admiralty Plaza,Bakersfield,standard,1,1,0,9,156.22,1405.98
orderid:900040,KNG-WVXN,orderid:900040,crmid:8738823225,2020-02-15T15:28:4421:44:40.000Z,website,prd1128,1582039724,1582385324,2020-02-18T15:28:44+00:00,2020-02-22T15:28:44+00:00,Repose Resort: Rotterdam,Repose Resort,Rotterdam,luxury,1,1,0,4,317.39,1269.56
orderid:434210,IPS-CZEE,orderid:434210,crmid:7217401234,2020-02-15T15:28:1221:44:40.000Z,website,prd1117,1581866892,1581953292,2020-02-16T15:28:12+00:00,2020-02-17T15:28:12+00:00,Admiralty Plaza: Dublin,Admiralty Plaza,Dublin,standard,1,1,0,1,104.05,104.05
orderid:785083,LGM-Y1QQ,orderid:785083,crmid:1735345898,2020-02-15T15:25:0321:44:40.000Z,website,prd1016,1582125903,1582298703,2020-02-19T15:25:03+00:00,2020-02-21T15:25:03+00:00,Aspen Heights: Columbus,Aspen Heights,Columbus,standard,1,1,0,2,211.79,423.58
orderid:830625,BYA-DLO5,orderid:830625,crmid:1492131801,2020-02-15T15:24:2421:44:40.000Z,website,prd1128,1581953064,1582298664,2020-02-17T15:24:24+00:00,2020-02-21T15:24:24+00:00,Repose Resort: Rotterdam,Repose Resort,Rotterdam,standard,1,1,0,4,126.47,505.88
orderid:955611,V0Q-18KT,orderid:955611,crmid:7886132573,2020-02-15T15:18:2421:44:40.000Z,website,prd1153,1581866304,1581952704,2020-02-16T15:18:24+00:00,2020-02-17T15:18:24+00:00,Admiralty Plaza: Charlotte,Admiralty Plaza,Charlotte,standard,1,1,0,1,195.96,195.96
