id,callstarttime,crmid,callid,callcentername,callagentid,callselectedreason,calllength,callendtime,callsurveyscore
205944509,2020-02-11T14:22:13+00:00,crmid:8257591,205944509,callcenter:1,agentid:139,Reservation Cancel,413,2020-02-11T14:12:41.000Z,2
198369798,2020-02-10T19:18:48+00:00,crmid:4819216,198369798,callcenter:5,agentid:575,Reservation Place Booking,852,2020-02-10T19:28:15.000Z,
576630596,2020-02-10T09:34:12+00:00,crmid:8186368,576630596,callcenter:4,agentid:455,Account Issue,533,2020-02-10T09:35:19.000Z,
750934138,2020-02-11T22:15:45+00:00,crmid:1192568,750934138,callcenter:6,agentid:639,Website Issue,322,2020-02-11T22:15:01.000Z,
465327847,2020-02-08T11:48:03+00:00,crmid:9461611,465327847,callcenter:5,agentid:582,Account Issue,778,2020-02-08T11:53:16.000Z,
769598658,2020-02-08T07:22:26+00:00,crmid:9301495,769598658,callcenter:3,agentid:338,Account Issue,167,2020-02-08T07:17:46.000Z,2
675907169,2020-02-11T10:08:23+00:00,crmid:9542840,675907169,callcenter:3,agentid:393,Payment Question,687,2020-02-11T10:13:01.000Z,2
775058640,2020-02-11T15:13:53+00:00,crmid:8221116,775058640,callcenter:4,agentid:482,Website Question,658,2020-02-11T15:18:06.000Z,6
196689490,2020-02-09T09:06:46+00:00,crmid:9541660,196689490,callcenter:5,agentid:594,Website Issue,667,2020-02-09T09:11:04.000Z,
104368910,2020-02-10T12:11:46+00:00,crmid:3580315,104368910,callcenter:3,agentid:333,Website Question,499,2020-02-10T12:14:47.000Z,
746500238,2020-02-10T19:06:28+00:00,crmid:8550403,746500238,callcenter:2,agentid:228,Website Issue,464,2020-02-10T19:07:58.000Z,3
157079578,2020-02-11T16:41:06+00:00,crmid:8745154,157079578,callcenter:4,agentid:430,Reservation Change,809,2020-02-11T16:49:16.000Z,8
369098665,2020-02-10T12:19:10+00:00,crmid:9095944,369098665,callcenter:1,agentid:128,Account Password Help,472,2020-02-10T12:20:59.000Z,1
139402443,2020-02-09T09:20:08+00:00,crmid:5708788,139402443,callcenter:3,agentid:317,Payment Issue,106,2020-02-09T09:05:39.000Z,4
856662389,2020-02-09T09:17:09+00:00,crmid:5821857,856662389,callcenter:4,agentid:422,Website Issue,623,2020-02-09T09:21:25.000Z,3
709790003,2020-02-10T04:36:25+00:00,crmid:2441715,709790003,callcenter:1,agentid:124,Reservation Change,601,2020-02-10T04:39:11.000Z,
450713851,2020-02-09T22:45:45+00:00,crmid:5703474,450713851,callcenter:2,agentid:218,Website Issue,621,2020-02-09T22:49:17.000Z,
429562847,2020-02-10T09:53:45+00:00,crmid:5977768,429562847,callcenter:2,agentid:255,Website Issue,15,2020-02-10T09:47:09.000Z,5
164619865,2020-02-11T00:10:02+00:00,crmid:2197832,164619865,callcenter:1,agentid:159,Account Password Help,95,2020-02-11T00:05:08.000Z,
689770134,2020-02-09T12:03:45+00:00,crmid:9513568,689770134,callcenter:6,agentid:673,Account Issue,654,2020-02-09T12:08:44.000Z,
807238040,2020-02-11T02:07:33+00:00,crmid:3604363,807238040,callcenter:2,agentid:225,Account Issue,262,2020-02-11T02:06:40.000Z,1
806199988,2020-02-11T01:36:00+00:00,crmid:1814162,806199988,callcenter:1,agentid:193,Account Issue,761,2020-02-11T01:43:14.000Z,
160030517,2020-02-09T15:48:32+00:00,crmid:7799104,160030517,callcenter:4,agentid:462,Payment Question,255,2020-02-09T15:46:00.000Z,6
595098808,2020-02-11T18:37:19+00:00,crmid:6557247,595098808,callcenter:1,agentid:184,Website Question,510,2020-02-11T18:40:48.000Z,8
626369611,2020-02-09T01:18:59+00:00,crmid:4622571,626369611,callcenter:2,agentid:263,Payment Question,785,2020-02-09T01:25:16.000Z,
922032327,2020-02-10T20:14:55+00:00,crmid:9206497,922032327,callcenter:3,agentid:391,Account Issue,415,2020-02-10T20:15:27.000Z,2
884297137,2020-02-11T07:48:36+00:00,crmid:1352894,884297137,callcenter:1,agentid:183,Account Issue,700,2020-02-11T07:54:05.000Z,
971408160,2020-02-09T18:37:42+00:00,crmid:1667315,971408160,callcenter:5,agentid:518,Reservation Cancel,435,2020-02-09T18:30:11.000Z,
939175489,2020-02-09T05:27:02+00:00,crmid:9612065,939175489,callcenter:1,agentid:182,Payment Question,648,2020-02-09T05:31:40.000Z,6
397679370,2020-02-10T08:03:01+00:00,crmid:2757170,397679370,callcenter:2,agentid:288,Payment Question,418,2020-02-10T07:48:40.000Z,6
826752719,2020-02-09T10:15:22+00:00,crmid:5470504,826752719,callcenter:1,agentid:115,Account Issue,279,2020-02-09T10:14:18.000Z,
387745618,2020-02-08T18:36:16+00:00,crmid:1239255,387745618,callcenter:2,agentid:258,Reservation Change,896,2020-02-08T18:43:32.000Z,6
462286763,2020-02-09T23:22:11+00:00,crmid:6194371,462286763,callcenter:2,agentid:237,Account Issue,356,2020-02-09T23:12:31.000Z,5
341288370,2020-02-11T22:50:57+00:00,crmid:1118710,341288370,callcenter:5,agentid:559,Account Password Help,427,2020-02-11T22:51:43.000Z,
151633468,2020-02-09T22:43:10+00:00,crmid:9502648,151633468,callcenter:5,agentid:533,Reservation Place Booking,795,2020-02-09T22:49:40.000Z,2
616891618,2020-02-10T15:53:06+00:00,crmid:1802936,616891618,callcenter:6,agentid:623,Reservation Change,458,2020-02-10T15:55:32.000Z,1
977214381,2020-02-09T12:48:22+00:00,crmid:7882873,977214381,callcenter:6,agentid:623,Reservation Place Booking,821,2020-02-09T12:55:52.000Z,7
242845233,2020-02-09T14:09:55+00:00,crmid:6782026,242845233,callcenter:1,agentid:171,Account Password Help,520,2020-02-09T14:13:02.000Z,
592346419,2020-02-08T10:33:13+00:00,crmid:6300142,592346419,callcenter:5,agentid:576,Account Cancelation,461,2020-02-08T10:24:28.000Z,3
141636921,2020-02-10T17:39:39+00:00,crmid:5923825,141636921,callcenter:6,agentid:659,Reservation Cancel,422,2020-02-10T17:41:23.000Z,
558886054,2020-02-09T03:54:56+00:00,crmid:7088060,558886054,callcenter:2,agentid:271,Account Issue,647,2020-02-09T04:01:29.000Z,2
975661391,2020-02-11T16:27:31+00:00,crmid:4211158,975661391,callcenter:1,agentid:141,Website Question,822,2020-02-11T16:36:03.000Z,5
328319479,2020-02-11T12:46:26+00:00,crmid:4262753,328319479,callcenter:2,agentid:250,Account Issue,388,2020-02-11T12:46:29.000Z,4
775141511,2020-02-11T13:39:25+00:00,crmid:2556917,775141511,callcenter:4,agentid:477,Account Issue,415,2020-02-11T13:24:14.000Z,
232407768,2020-02-11T22:59:46+00:00,crmid:8094427,232407768,callcenter:6,agentid:654,Website Issue,2229,2020-02-11T23:31:38.000Z,7
328997012,2020-02-10T20:20:00+00:00,crmid:2060934,328997012,callcenter:2,agentid:238,Reservation Cancel,407,2020-02-10T20:22:37.000Z,
647877191,2020-02-10T07:07:18+00:00,crmid:7773807,647877191,callcenter:6,agentid:688,Account Cancelation,568,2020-02-10T07:11:48.000Z,
451647357,2020-02-11T11:55:20+00:00,crmid:5421837,451647357,callcenter:6,agentid:678,Reservation Change,489,2020-02-11T11:54:42.000Z,5
360099596,2020-02-08T20:37:46+00:00,crmid:5581341,360099596,callcenter:4,agentid:485,Website Issue,886,2020-02-08T20:46:18.000Z,9
257148563,2020-02-09T16:33:22+00:00,crmid:6974380,257148563,callcenter:5,agentid:545,Reservation Change,501,2020-02-09T16:34:42.000Z,
457212803,2020-02-09T23:13:21+00:00,crmid:4884919,457212803,callcenter:6,agentid:621,Reservation Change,429,2020-02-09T23:14:10.000Z,
855124715,2020-02-09T17:26:15+00:00,crmid:1158181,855124715,callcenter:3,agentid:337,Account Password Help,690,2020-02-09T17:32:18.000Z,
870942191,2020-02-11T13:04:46+00:00,crmid:5193121,870942191,callcenter:6,agentid:629,Reservation Change,341,2020-02-11T12:54:31.000Z,6
779038732,2020-02-11T10:30:16+00:00,crmid:1072899,779038732,callcenter:2,agentid:241,Website Question,262,2020-02-11T10:27:54.000Z,
572949988,2020-02-10T10:20:06+00:00,crmid:6927399,572949988,callcenter:6,agentid:689,Account Password Help,278,2020-02-10T10:17:55.000Z,
116243093,2020-02-08T10:36:10+00:00,crmid:7925016,116243093,callcenter:2,agentid:243,Account Issue,501,2020-02-08T10:37:15.000Z,
654031392,2020-02-10T07:55:22+00:00,crmid:5867760,654031392,callcenter:1,agentid:121,Payment Issue,862,2020-02-10T07:52:32.000Z,
379577396,2020-02-10T10:32:09+00:00,crmid:8434960,379577396,callcenter:3,agentid:334,Reservation Place Booking,944,2020-02-10T10:41:26.000Z,9
729696442,2020-02-11T23:57:11+00:00,crmid:1702059,729696442,callcenter:2,agentid:223,Reservation Place Booking,955,2020-02-11T23:54:03.000Z,7
363327864,2020-02-09T23:01:37+00:00,crmid:7356304,363327864,callcenter:4,agentid:423,Account Question,255,2020-02-09T22:54:16.000Z,
905176866,2020-02-09T04:15:40+00:00,crmid:1875828,905176866,callcenter:1,agentid:121,Account Issue,558,2020-02-09T04:20:12.000Z,
728217882,2020-02-08T23:49:14+00:00,crmid:6048876,728217882,callcenter:6,agentid:679,Reservation Cancel,373,2020-02-08T23:32:41.000Z,7
435284488,2020-02-09T22:15:21+00:00,crmid:6331965,435284488,callcenter:3,agentid:388,Account Cancelation,576,2020-02-09T22:16:11.000Z,
560695854,2020-02-10T02:11:00+00:00,crmid:2343574,560695854,callcenter:3,agentid:378,Reservation Change,324,2020-02-10T02:10:38.000Z,
843926709,2020-02-10T22:33:33+00:00,crmid:3149243,843926709,callcenter:6,agentid:696,Reservation Place Booking,735,2020-02-10T22:32:52.000Z,
971311042,2020-02-08T10:07:58+00:00,crmid:4884919,971311042,callcenter:1,agentid:183,Payment Question,714,2020-02-08T10:13:31.000Z,5
967159034,2020-02-09T11:50:16+00:00,crmid:8627003,967159034,callcenter:4,agentid:464,Account Password Help,412,2020-02-09T11:50:32.000Z,
749702862,2020-02-11T14:35:03+00:00,crmid:8043806,749702862,callcenter:4,agentid:437,Payment Issue,421,2020-02-11T14:36:49.000Z,
985508524,2020-02-10T02:19:15+00:00,crmid:9149709,985508524,callcenter:1,agentid:121,Payment Issue,354,2020-02-10T02:19:07.000Z,4
425955417,2020-02-11T12:39:28+00:00,crmid:9239002,425955417,callcenter:4,agentid:475,Payment Issue,475,2020-02-11T12:39:35.000Z,1
942102570,2020-02-09T03:41:17+00:00,crmid:3191834,942102570,callcenter:5,agentid:567,Payment Question,751,2020-02-09T03:49:00.000Z,4
885878540,2020-02-09T04:46:42+00:00,crmid:6848296,885878540,callcenter:6,agentid:686,Payment Issue,352,2020-02-09T04:46:33.000Z,3
728144363,2020-02-08T22:53:45+00:00,crmid:9405066,728144363,callcenter:2,agentid:294,Account Issue,693,2020-02-08T22:58:54.000Z,
981185998,2020-02-08T16:28:15+00:00,crmid:7200280,981185998,callcenter:4,agentid:473,Reservation Place Booking,1055,2020-02-08T16:39:44.000Z,
669205680,2020-02-10T13:25:18+00:00,crmid:3413261,669205680,callcenter:4,agentid:417,Account Question,573,2020-02-10T13:28:01.000Z,
365666516,2020-02-11T14:35:47+00:00,crmid:5737270,365666516,callcenter:4,agentid:474,Website Question,735,2020-02-11T14:26:34.000Z,
592103493,2020-02-11T16:37:52+00:00,crmid:7572021,592103493,callcenter:2,agentid:268,Account Question,751,2020-02-11T16:44:54.000Z,8
380862658,2020-02-11T01:26:51+00:00,crmid:1879860,380862658,callcenter:3,agentid:348,Website Question,319,2020-02-11T01:26:01.000Z,4
847432597,2020-02-11T17:01:39+00:00,crmid:3889604,847432597,callcenter:4,agentid:438,Payment Question,657,2020-02-11T17:07:26.000Z,
723557759,2020-02-09T09:40:08+00:00,crmid:2743872,723557759,callcenter:1,agentid:199,Account Question,667,2020-02-09T09:45:47.000Z,
890284344,2020-02-10T06:47:37+00:00,crmid:2522663,890284344,callcenter:3,agentid:314,Payment Issue,574,2020-02-10T06:51:09.000Z,
461227900,2020-02-11T04:34:14+00:00,crmid:4605572,461227900,callcenter:3,agentid:343,Account Cancelation,677,2020-02-11T04:38:53.000Z,7
521890197,2020-02-10T03:20:21+00:00,crmid:3870563,521890197,callcenter:4,agentid:478,Account Issue,593,2020-02-10T03:24:02.000Z,
939129975,2020-02-11T06:58:42+00:00,crmid:4514667,939129975,callcenter:3,agentid:391,Account Password Help,567,2020-02-11T06:49:15.000Z,2
110132536,2020-02-09T06:53:47+00:00,crmid:7426466,110132536,callcenter:4,agentid:437,Account Cancelation,891,2020-02-09T07:01:52.000Z,5
763853447,2020-02-09T17:09:55+00:00,crmid:1088293,763853447,callcenter:1,agentid:152,Payment Question,811,2020-02-09T17:16:37.000Z,
816180878,2020-02-11T04:09:39+00:00,crmid:9439781,816180878,callcenter:6,agentid:685,Reservation Place Booking,850,2020-02-11T04:11:21.000Z,9
726782574,2020-02-10T14:28:54+00:00,crmid:2447547,726782574,callcenter:4,agentid:487,Payment Question,204,2020-02-10T14:26:08.000Z,4
603651392,2020-02-08T23:19:51+00:00,crmid:5258451,603651392,callcenter:1,agentid:147,Reservation Place Booking,907,2020-02-08T23:27:37.000Z,8
136934602,2020-02-08T17:07:20+00:00,crmid:7437040,136934602,callcenter:2,agentid:262,Website Question,175,2020-02-08T17:04:13.000Z,9
616698345,2020-02-11T10:50:16+00:00,crmid:8461713,616698345,callcenter:3,agentid:391,Payment Question,770,2020-02-11T10:55:17.000Z,
481570614,2020-02-08T14:08:14+00:00,crmid:8785534,481570614,callcenter:1,agentid:195,Account Password Help,699,2020-02-08T14:14:33.000Z,
129205612,2020-02-09T02:17:53+00:00,crmid:4285260,129205612,callcenter:1,agentid:127,Website Issue,830,2020-02-09T02:25:00.000Z,
467205515,2020-02-11T23:33:47+00:00,crmid:7425118,467205515,callcenter:1,agentid:171,Account Question,597,2020-02-11T23:35:55.000Z,
638113989,2020-02-10T17:40:09+00:00,crmid:4369518,638113989,callcenter:1,agentid:140,Reservation Place Booking,818,2020-02-10T17:48:01.000Z,7
328028161,2020-02-09T10:03:13+00:00,crmid:7242663,328028161,callcenter:1,agentid:158,Reservation Place Booking,1018,2020-02-09T10:01:53.000Z,5
959084729,2020-02-10T11:44:22+00:00,crmid:3230640,959084729,callcenter:1,agentid:171,Payment Question,604,2020-02-10T11:49:15.000Z,
238785622,2020-02-11T15:53:27+00:00,crmid:5792077,238785622,callcenter:3,agentid:353,Reservation Change,280,2020-02-11T15:43:27.000Z,9
621575673,2020-02-10T02:10:44+00:00,crmid:6025604,621575673,callcenter:5,agentid:588,Payment Issue,782,2020-02-10T02:15:47.000Z,5
395020198,2020-02-10T17:45:47+00:00,crmid:9356090,395020198,callcenter:5,agentid:558,Reservation Place Booking,807,2020-02-10T17:53:52.000Z,
913803508,2020-02-11T19:07:00+00:00,crmid:4227296,913803508,callcenter:4,agentid:475,Payment Question,373,2020-02-11T19:07:55.000Z,
601641693,2020-02-09T10:08:43+00:00,crmid:1453479,601641693,callcenter:6,agentid:648,Account Password Help,561,2020-02-09T10:12:15.000Z,3
943758555,2020-02-11T20:22:41+00:00,crmid:9554930,943758555,callcenter:2,agentid:227,Payment Question,68,2020-02-11T20:16:18.000Z,
729296801,2020-02-11T17:15:56+00:00,crmid:3640730,729296801,callcenter:6,agentid:635,Payment Question,585,2020-02-11T17:05:31.000Z,3
985296339,2020-02-10T07:20:32+00:00,crmid:5705063,985296339,callcenter:3,agentid:312,Website Issue,87,2020-02-10T07:16:48.000Z,7
969751362,2020-02-09T18:39:34+00:00,crmid:4391871,969751362,callcenter:4,agentid:426,Reservation Change,83,2020-02-09T18:34:47.000Z,
567847510,2020-02-11T18:19:24+00:00,crmid:6312660,567847510,callcenter:1,agentid:160,Payment Question,634,2020-02-11T18:23:17.000Z,7
114332508,2020-02-09T12:17:02+00:00,crmid:1393681,114332508,callcenter:2,agentid:286,Payment Issue,161,2020-02-09T12:14:58.000Z,
488486449,2020-02-09T06:42:31+00:00,crmid:7348627,488486449,callcenter:5,agentid:597,Account Issue,505,2020-02-09T06:43:00.000Z,
850310513,2020-02-08T21:56:40+00:00,crmid:4938085,850310513,callcenter:3,agentid:370,Website Issue,244,2020-02-08T21:56:12.000Z,
138502682,2020-02-09T03:30:27+00:00,crmid:8992916,138502682,callcenter:2,agentid:284,Payment Issue,611,2020-02-09T03:25:23.000Z,
564787535,2020-02-10T14:17:57+00:00,crmid:5016071,564787535,callcenter:6,agentid:632,Account Issue,565,2020-02-10T14:19:04.000Z,6
589080340,2020-02-10T16:54:04+00:00,crmid:2805225,589080340,callcenter:2,agentid:269,Payment Question,590,2020-02-10T16:56:41.000Z,
641205308,2020-02-10T09:11:04+00:00,crmid:6815934,641205308,callcenter:6,agentid:619,Account Password Help,372,2020-02-10T09:10:02.000Z,1
874506448,2020-02-09T11:46:24+00:00,crmid:2951650,874506448,callcenter:4,agentid:466,Account Password Help,1548,2020-02-09T12:05:47.000Z,5
992495364,2020-02-11T09:50:08+00:00,crmid:2609306,992495364,callcenter:5,agentid:579,Account Issue,399,2020-02-11T09:50:38.000Z,
320633893,2020-02-09T11:01:00+00:00,crmid:6449311,320633893,callcenter:4,agentid:432,Website Issue,630,2020-02-09T11:04:50.000Z,2
452074648,2020-02-11T14:24:29+00:00,crmid:6291293,452074648,callcenter:4,agentid:489,Website Issue,268,2020-02-11T14:09:31.000Z,6
676787789,2020-02-09T13:33:56+00:00,crmid:8843927,676787789,callcenter:6,agentid:617,Reservation Change,655,2020-02-09T13:30:37.000Z,
941587691,2020-02-10T15:20:47+00:00,crmid:9782336,941587691,callcenter:1,agentid:156,Account Password Help,679,2020-02-10T15:13:39.000Z,8
797160349,2020-02-09T17:46:44+00:00,crmid:8869998,797160349,callcenter:4,agentid:429,Website Issue,534,2020-02-09T17:43:25.000Z,8
166873712,2020-02-09T17:37:40+00:00,crmid:5149052,166873712,callcenter:6,agentid:656,Account Password Help,620,2020-02-09T17:41:47.000Z,4
102545444,2020-02-09T05:00:12+00:00,crmid:9769290,102545444,callcenter:6,agentid:691,Website Issue,473,2020-02-09T05:01:47.000Z,
748768048,2020-02-12T00:31:47+00:00,crmid:8516686,748768048,callcenter:5,agentid:518,Account Issue,559,2020-02-12T00:28:31.000Z,4
972805304,2020-02-09T03:06:49+00:00,crmid:2059791,972805304,callcenter:6,agentid:653,Account Password Help,771,2020-02-09T03:13:14.000Z,2
188537659,2020-02-09T22:38:36+00:00,crmid:2830522,188537659,callcenter:3,agentid:365,Account Question,140,2020-02-09T22:31:05.000Z,
632288309,2020-02-10T10:04:33+00:00,crmid:5645298,632288309,callcenter:5,agentid:582,Reservation Place Booking,914,2020-02-10T10:14:31.000Z,4
535432157,2020-02-09T09:35:34+00:00,crmid:5019332,535432157,callcenter:4,agentid:483,Reservation Place Booking,1014,2020-02-09T09:31:51.000Z,
766517845,2020-02-10T16:17:55+00:00,crmid:2739614,766517845,callcenter:6,agentid:693,Payment Issue,537,2020-02-10T16:20:45.000Z,
956149690,2020-02-10T18:25:01+00:00,crmid:8674121,956149690,callcenter:2,agentid:238,Website Question,435,2020-02-10T18:18:03.000Z,
686349761,2020-02-11T16:22:12+00:00,crmid:9940595,686349761,callcenter:5,agentid:514,Account Password Help,383,2020-02-11T16:21:49.000Z,
453740229,2020-02-10T14:09:47+00:00,crmid:9102582,453740229,callcenter:5,agentid:561,Website Issue,2477,2020-02-10T14:32:47.000Z,
545292243,2020-02-11T22:11:16+00:00,crmid:4101812,545292243,callcenter:3,agentid:380,Account Question,626,2020-02-11T22:14:32.000Z,3
496296342,2020-02-09T21:40:21+00:00,crmid:5405712,496296342,callcenter:1,agentid:118,Payment Issue,2329,2020-02-09T22:14:01.000Z,9
381424801,2020-02-09T17:15:17+00:00,crmid:5881761,381424801,callcenter:5,agentid:533,Payment Issue,569,2020-02-09T17:20:23.000Z,
517071157,2020-02-11T15:13:13+00:00,crmid:6238866,517071157,callcenter:2,agentid:271,Reservation Change,399,2020-02-11T15:13:40.000Z,
999822053,2020-02-09T11:20:26+00:00,crmid:9038822,999822053,callcenter:5,agentid:588,Reservation Place Booking,918,2020-02-09T11:25:16.000Z,
761907647,2020-02-11T12:29:47+00:00,crmid:5947215,761907647,callcenter:5,agentid:585,Payment Question,625,2020-02-11T12:35:10.000Z,
139696046,2020-02-10T05:59:22+00:00,crmid:2254688,139696046,callcenter:1,agentid:197,Account Issue,675,2020-02-10T06:03:11.000Z,
206188599,2020-02-09T19:44:05+00:00,crmid:8674207,206188599,callcenter:4,agentid:449,Account Password Help,396,2020-02-09T19:34:00.000Z,9
202849515,2020-02-09T06:33:25+00:00,crmid:8376812,202849515,callcenter:3,agentid:330,Account Password Help,389,2020-02-09T06:32:06.000Z,6
474747913,2020-02-09T11:13:28+00:00,crmid:8834920,474747913,callcenter:5,agentid:578,Account Password Help,435,2020-02-09T11:13:22.000Z,
184639644,2020-02-09T22:12:38+00:00,crmid:2751106,184639644,callcenter:3,agentid:327,Payment Issue,212,2020-02-09T22:10:11.000Z,
791287759,2020-02-10T10:26:53+00:00,crmid:7659362,791287759,callcenter:2,agentid:267,Account Issue,462,2020-02-10T10:26:39.000Z,
666477263,2020-02-11T06:24:11+00:00,crmid:8960352,666477263,callcenter:4,agentid:473,Website Issue,375,2020-02-11T06:24:19.000Z,4
474768473,2020-02-09T03:32:37+00:00,crmid:9645474,474768473,callcenter:2,agentid:241,Reservation Place Booking,932,2020-02-09T03:39:32.000Z,5
474479032,2020-02-08T10:18:02+00:00,crmid:7829820,474479032,callcenter:5,agentid:536,Payment Issue,313,2020-02-08T10:16:16.000Z,3
690396201,2020-02-10T20:38:35+00:00,crmid:6943330,690396201,callcenter:4,agentid:463,Payment Question,-95,2020-02-10T20:17:20.000Z,
723259263,2020-02-10T03:38:03+00:00,crmid:7734724,723259263,callcenter:3,agentid:396,Payment Question,735,2020-02-10T03:43:51.000Z,1
782524544,2020-02-09T20:16:04+00:00,crmid:9620690,782524544,callcenter:1,agentid:114,Reservation Place Booking,946,2020-02-09T20:25:43.000Z,7
298715208,2020-02-11T07:38:46+00:00,crmid:7410220,298715208,callcenter:2,agentid:297,Payment Issue,329,2020-02-11T07:40:08.000Z,
572490311,2020-02-10T11:25:14+00:00,crmid:4828743,572490311,callcenter:1,agentid:166,Payment Issue,557,2020-02-10T11:28:45.000Z,9
781868510,2020-02-09T01:39:23+00:00,crmid:4839964,781868510,callcenter:4,agentid:430,Payment Issue,260,2020-02-09T01:38:09.000Z,
285026266,2020-02-11T13:27:44+00:00,crmid:6088219,285026266,callcenter:4,agentid:464,Website Question,670,2020-02-11T13:31:58.000Z,
330708481,2020-02-09T08:53:27+00:00,crmid:9726515,330708481,callcenter:3,agentid:380,Website Issue,-109,2020-02-09T08:48:29.000Z,
860703384,2020-02-09T04:09:45+00:00,crmid:7565777,860703384,callcenter:1,agentid:174,Account Cancelation,523,2020-02-09T04:11:43.000Z,5
611159877,2020-02-10T13:48:49+00:00,crmid:2549727,611159877,callcenter:3,agentid:384,Account Password Help,114,2020-02-10T13:43:57.000Z,5
463313709,2020-02-10T02:20:27+00:00,crmid:1495484,463313709,callcenter:6,agentid:694,Reservation Change,459,2020-02-10T02:20:47.000Z,3
668864383,2020-02-10T10:56:05+00:00,crmid:2594032,668864383,callcenter:2,agentid:221,Reservation Cancel,369,2020-02-10T10:43:03.000Z,
317060215,2020-02-09T06:10:38+00:00,crmid:6458097,317060215,callcenter:1,agentid:131,Payment Issue,361,2020-02-09T06:11:00.000Z,
612573006,2020-02-11T15:34:03+00:00,crmid:1491427,612573006,callcenter:4,agentid:455,Reservation Place Booking,923,2020-02-11T15:32:52.000Z,4
419632659,2020-02-09T19:54:49+00:00,crmid:1770800,419632659,callcenter:2,agentid:252,Reservation Place Booking,948,2020-02-09T20:03:27.000Z,1
173195246,2020-02-10T17:05:22+00:00,crmid:8778229,173195246,callcenter:6,agentid:676,Reservation Place Booking,885,2020-02-10T17:03:22.000Z,
785872178,2020-02-10T09:51:16+00:00,crmid:6425280,785872178,callcenter:4,agentid:478,Account Issue,781,2020-02-10T09:58:38.000Z,4
658196623,2020-02-11T08:37:04+00:00,crmid:1994122,658196623,callcenter:4,agentid:499,Payment Issue,376,2020-02-11T08:36:57.000Z,
380605089,2020-02-11T10:59:42+00:00,crmid:9079797,380605089,callcenter:3,agentid:391,Account Cancelation,426,2020-02-11T10:52:49.000Z,8
