id,reservationid,orderid,crmid,timestamp,orderType,productsku,hotelCheckInUnix,hotelCheckOutUnix,hotelCheckInTS,hotelCheckOutTS,hotelName,hotelChain,hotelLocation,hotelRoomType,hotelRoomCount,hotelGuestAdultCount,hotelGuestChildCount,hotelNightCount,hotelRoomPrice,hotelFinalPrice
orderid:417909,AF0-RSUG,orderid:417909,crmid:2079304525,2019-12-04T12:06:45.000Z,service desk,prd1191,1575547605,1575720405,2019-12-05T12:06:45+00:00,2019-12-07T12:06:45+00:00,Hospitality Inn: Mumbai,Hospitality Inn,Mumbai,standard,1,1,0,2,168.23,336.46
orderid:119020,NHK-HHHW,orderid:119020,crmid:2079304525,2019-12-08T00:00:00.000Z,kiosk,prd1188,1575849600,1576022400,2019-12-09T00:00:00+00:00,2019-12-11T00:00:00+00:00,Repose Resort: Tampa,Repose Resort,Tampa,standard,1,1,0,2,140.98,281.96
orderid:395268,PKX-VHL9,orderid:395268,crmid:6025232240,2020-01-16T03:27:12.000Z,website,prd1184,1581650832,1581910032,2020-02-14T03:27:12+00:00,2020-02-17T03:27:12+00:00,Aspen Heights: Arlington,Aspen Heights,Arlington,standard,1,1,0,3,203.29,609.87
orderid:945444,FIZ-OQAT,orderid:945444,crmid:5185283387,2020-01-26T02:12:22.000Z,service desk,prd1192,1580177542,1580350342,2020-01-28T02:12:22+00:00,2020-01-30T02:12:22+00:00,Sandhill: Delhi,Sandhill,Delhi,premium,1,1,0,2,168.6,337.2
orderid:929657,5NX-VNWR,orderid:929657,crmid:5988286316,2019-12-06T11:47:35.000Z,call center,prd1160,1575719255,1576237655,2019-12-07T11:47:35+00:00,2019-12-13T11:47:35+00:00,Aspen Heights: Nashville,Aspen Heights,Nashville,standard,1,1,0,6,110.25,661.5
orderid:825475,KSI-FQ2W,orderid:825475,crmid:8936385263,2019-12-29T03:50:32.000Z,mobile,prd1034,1578973832,1579924232,2020-01-14T03:50:32+00:00,2020-01-25T03:50:32+00:00,Blue Reef Resort: Albuquerque,Blue Reef Resort,Albuquerque,premium,1,1,0,11,152.68,1679.48
orderid:413592,STO-DXEZ,orderid:413592,crmid:4938811065,2019-12-19T13:09:02.000Z,website,prd1105,1577020142,1577192942,2019-12-22T13:09:02+00:00,2019-12-24T13:09:02+00:00,Admiralty Plaza: Barcelona,Admiralty Plaza,Barcelona,standard,1,1,0,2,164.67,329.34
orderid:827847,DG7-SMHD,orderid:827847,crmid:4938811065,2019-12-26T00:00:00.000Z,website,prd1196,1577404800,1577577600,2019-12-27T00:00:00+00:00,2019-12-29T00:00:00+00:00,Aspen Heights: Moscow,Aspen Heights,Moscow,standard,1,1,0,2,108.41,216.82
orderid:372177,WTG-WZY7,orderid:372177,crmid:5872645335,2019-12-25T20:37:43.000Z,kiosk,prd1190,1578602263,1579379863,2020-01-09T20:37:43+00:00,2020-01-18T20:37:43+00:00,Blue Reef Resort: Aurora,Blue Reef Resort,Aurora,luxury,1,1,1,9,257.84,2320.56
orderid:135418,YZP-UZBM,orderid:135418,crmid:8018207206,2020-02-01T08:30:43.000Z,website,prd1129,1581237043,1581928243,2020-02-09T08:30:43+00:00,2020-02-17T08:30:43+00:00,Admiralty Plaza: Helsinki,Admiralty Plaza,Helsinki,standard,1,1,0,8,162.82,1302.56
orderid:228949,CE9-0PLU,orderid:228949,crmid:6523126030,2020-01-23T19:56:12.000Z,service desk,prd1088,1579895772,1579982172,2020-01-24T19:56:12+00:00,2020-01-25T19:56:12+00:00,Aspen Heights: Ankara,Aspen Heights,Ankara,premium,1,1,0,1,157.77,157.77
orderid:961483,BBI-ON5J,orderid:961483,crmid:9230437558,2019-12-10T06:34:31.000Z,call center,prd1087,1578465271,1578983671,2020-01-08T06:34:31+00:00,2020-01-14T06:34:31+00:00,Family Fun Hotels: Kolkata,Family Fun Hotels,Kolkata,standard,1,1,0,6,122.08,732.48
orderid:688704,W5F-ZHSB,orderid:688704,crmid:1249759987,2020-02-10T05:17:43.000Z,call center,prd1002,1583731063,1585372663,2020-03-09T05:17:43+00:00,2020-03-28T05:17:43+00:00,Restful Nights: Chicago,Restful Nights,Chicago,standard,1,1,0,19,151.94,2886.86
orderid:217475,XHC-SP48,orderid:217475,crmid:4136765276,2019-12-08T08:37:28.000Z,website,prd1167,1577608648,1578818248,2019-12-29T08:37:28+00:00,2020-01-12T08:37:28+00:00,Hospitality Inn: Milwaukee,Hospitality Inn,Milwaukee,standard,1,1,0,14,125.78,1760.92
orderid:190935,VDR-HHSO,orderid:190935,crmid:7073429436,2019-12-11T05:14:52.000Z,website,prd1125,1577423692,1578028492,2019-12-27T05:14:52+00:00,2020-01-03T05:14:52+00:00,Sapphire Suites: Palermo,Sapphire Suites,Palermo,standard,1,1,0,7,161.42,1129.94
orderid:597189,KQD-9D87,orderid:597189,crmid:8061042503,2020-01-31T10:27:12.000Z,website,prd1028,1580984832,1581330432,2020-02-06T10:27:12+00:00,2020-02-10T10:27:12+00:00,Aspen Heights: Portland,Aspen Heights,Portland,standard,1,1,0,4,152.26,609.04
orderid:215047,T18-8JMZ,orderid:215047,crmid:4085647208,2020-01-06T22:05:41.000Z,website,prd1095,1578521141,1578953141,2020-01-08T22:05:41+00:00,2020-01-13T22:05:41+00:00,Hospitality Inn: Casablanca,Hospitality Inn,Casablanca,standard,1,1,0,5,111.05,555.25
orderid:960892,FQQ-JVKP,orderid:960892,crmid:7001735566,2020-02-04T22:18:38.000Z,website,prd1081,1582841918,1583446718,2020-02-27T22:18:38+00:00,2020-03-05T22:18:38+00:00,Admiralty Plaza: Rod de Janeiro,Admiralty Plaza,Rod de Janeiro,premium,1,1,0,7,160.24,1121.68
orderid:178597,UWD-K9XS,orderid:178597,crmid:1454460032,2019-12-20T09:07:40.000Z,mobile,prd1084,1578992860,1580461660,2020-01-14T09:07:40+00:00,2020-01-31T09:07:40+00:00,Sandhill: Santiago,Sandhill,Santiago,standard,1,1,1,17,108.54,1845.18
orderid:987666,AHA-Y2JK,orderid:987666,crmid:4108718633,2019-12-04T21:41:27.000Z,website,prd1187,1575668487,1575754887,2019-12-06T21:41:27+00:00,2019-12-07T21:41:27+00:00,Nesting Box Inn: Cleveland,Nesting Box Inn,Cleveland,standard,1,1,0,1,70.91,70.91
orderid:987567,LXZ-OGMH,orderid:987567,crmid:5669572773,2020-01-30T18:03:46.000Z,call center,prd1093,1580493826,1580753026,2020-01-31T18:03:46+00:00,2020-02-03T18:03:46+00:00,Admiralty Plaza: Yokohama,Admiralty Plaza,Yokohama,premium,1,1,0,3,111.56,334.68
orderid:890121,QGF-5ACH,orderid:890121,crmid:5669572773,2020-02-04T00:00:00.000Z,kiosk,prd1073,1580860800,1581033600,2020-02-05T00:00:00+00:00,2020-02-07T00:00:00+00:00,Grandeur Hotels: Lima,Grandeur Hotels,Lima,standard,1,1,0,2,153.41,306.82
orderid:484330,ZCM-CCMS,orderid:484330,crmid:5416592125,2020-02-10T20:43:45.000Z,kiosk,prd1163,1583700225,1584650625,2020-03-08T20:43:45+00:00,2020-03-19T20:43:45+00:00,Nesting Box Inn: Oklahoma City,Nesting Box Inn,Oklahoma City,standard,1,1,3,11,136.99,1506.89
orderid:669863,UMP-ZX63,orderid:669863,crmid:9898398346,2019-12-10T23:09:12.000Z,website,prd1093,1577747352,1578438552,2019-12-30T23:09:12+00:00,2020-01-07T23:09:12+00:00,Admiralty Plaza: Yokohama,Admiralty Plaza,Yokohama,premium,1,1,1,8,134.51,1076.08
orderid:228876,PXL-6H4X,orderid:228876,crmid:8559590711,2019-12-24T10:13:16.000Z,kiosk,prd1013,1577959996,1578564796,2020-01-02T10:13:16+00:00,2020-01-09T10:13:16+00:00,Grandeur Hotels: Austin,Grandeur Hotels,Austin,premium,1,1,3,7,170.62,1194.34
orderid:664664,L1Z-GKAB,orderid:664664,crmid:2041018679,2020-01-31T02:39:21.000Z,website,prd1040,1582771161,1583203161,2020-02-27T02:39:21+00:00,2020-03-03T02:39:21+00:00,Aspen Heights: Atlanta,Aspen Heights,Atlanta,standard,1,1,2,5,163.46,817.3
orderid:956842,4FS-STMH,orderid:956842,crmid:7378423779,2020-01-29T21:52:20.000Z,kiosk,prd1101,1581803540,1582321940,2020-02-15T21:52:20+00:00,2020-02-21T21:52:20+00:00,Sapphire Suites: Vienna,Sapphire Suites,Vienna,premium,1,1,0,6,165.63,993.78
orderid:679778,9NP-GVCA,orderid:679778,crmid:3903181290,2020-01-17T20:11:42.000Z,kiosk,prd1082,1581365502,1581970302,2020-02-10T20:11:42+00:00,2020-02-17T20:11:42+00:00,Blue Reef Resort: Surat,Blue Reef Resort,Surat,standard,1,1,0,7,152.91,1070.37
orderid:593881,GGI-RUBS,orderid:593881,crmid:4725948567,2019-12-12T00:29:02.000Z,website,prd1194,1576801742,1578270542,2019-12-20T00:29:02+00:00,2020-01-06T00:29:02+00:00,Restful Nights: Tianjin,Restful Nights,Tianjin,standard,1,1,0,17,157.64,2679.88
orderid:345651,ZUK-WMZE,orderid:345651,crmid:5778103567,2020-01-23T11:49:06.000Z,website,prd1109,1581767346,1582458546,2020-02-15T11:49:06+00:00,2020-02-23T11:49:06+00:00,Grandeur Hotels: Belgrade,Grandeur Hotels,Belgrade,standard,1,1,0,8,111.52,892.16
orderid:625510,QJ3-RW3M,orderid:625510,crmid:5604149247,2019-12-15T03:44:46.000Z,website,prd1149,1577850286,1578282286,2020-01-01T03:44:46+00:00,2020-01-06T03:44:46+00:00,Sapphire Suites: San Francisco,Sapphire Suites,San Francisco,premium,1,1,4,5,138.78,693.9
orderid:302794,8UO-OZJO,orderid:302794,crmid:2472357761,2019-12-18T09:43:48.000Z,kiosk,prd1136,1579167828,1579686228,2020-01-16T09:43:48+00:00,2020-01-22T09:43:48+00:00,Aspen Heights: Osaka,Aspen Heights,Osaka,standard,1,1,0,6,160.22,961.32
orderid:905441,IOD-BUG5,orderid:905441,crmid:4910888455,2019-12-05T13:23:08.000Z,mobile,prd1093,1577712188,1578835388,2019-12-30T13:23:08+00:00,2020-01-12T13:23:08+00:00,Admiralty Plaza: Yokohama,Admiralty Plaza,Yokohama,standard,1,1,2,13,118.12,1535.56
orderid:541326,DHK-6MFP,orderid:541326,crmid:1297426226,2019-12-17T16:17:59.000Z,call center,prd1166,1578413879,1579018679,2020-01-07T16:17:59+00:00,2020-01-14T16:17:59+00:00,Blue Reef Resort: Baltimore,Blue Reef Resort,Baltimore,standard,1,1,4,7,158.13,1106.91
orderid:470980,CA6-3YWG,orderid:470980,crmid:1244549814,2019-12-07T16:22:42.000Z,service desk,prd1143,1577290962,1577982162,2019-12-25T16:22:42+00:00,2020-01-02T16:22:42+00:00,Hospitality Inn: San Antonio,Hospitality Inn,San Antonio,standard,1,1,0,8,131.47,1051.76
orderid:938220,3UT-9UHT,orderid:938220,crmid:2850475192,2019-12-16T18:30:05.000Z,kiosk,prd1196,1578594605,1580236205,2020-01-09T18:30:05+00:00,2020-01-28T18:30:05+00:00,Aspen Heights: Moscow,Aspen Heights,Moscow,premium,1,1,0,19,137.27,2608.13
orderid:809674,QPT-PGQ0,orderid:809674,crmid:1271288829,2019-12-07T05:09:14.000Z,call center,prd1083,1575781754,1575954554,2019-12-08T05:09:14+00:00,2019-12-10T05:09:14+00:00,Hospitality Inn: Bangkok,Hospitality Inn,Bangkok,premium,1,1,0,2,109.53,219.06
orderid:853630,AXF-JUCL,orderid:853630,crmid:1271288829,2019-12-11T00:00:00.000Z,mobile,prd1071,1576281600,1576713600,2019-12-14T00:00:00+00:00,2019-12-19T00:00:00+00:00,Hospitality Inn: Seoul,Hospitality Inn,Seoul,standard,1,1,0,5,150.33,751.65
orderid:914740,LTG-HU1E,orderid:914740,crmid:1840349203,2020-01-31T02:55:45.000Z,kiosk,prd1189,1581994545,1582944945,2020-02-18T02:55:45+00:00,2020-02-29T02:55:45+00:00,Admiralty Plaza: Bakersfield,Admiralty Plaza,Bakersfield,standard,1,1,0,11,117.86,1296.46
orderid:792010,RE5-IRMI,orderid:792010,crmid:9468396747,2020-01-12T04:23:43.000Z,call center,prd1127,1578975823,1579494223,2020-01-14T04:23:43+00:00,2020-01-20T04:23:43+00:00,Nesting Box Inn: Glasgow,Nesting Box Inn,Glasgow,standard,1,1,0,6,146.27,877.62
orderid:651221,YOI-XXLQ,orderid:651221,crmid:1064613921,2019-12-02T02:13:51.000Z,website,prd1190,1575944031,1576462431,2019-12-10T02:13:51+00:00,2019-12-16T02:13:51+00:00,Blue Reef Resort: Aurora,Blue Reef Resort,Aurora,standard,1,1,0,6,140.91,845.46
orderid:454785,9VM-1XOU,orderid:454785,crmid:9527569147,2020-01-27T05:18:17.000Z,kiosk,prd1069,1581916697,1582694297,2020-02-17T05:18:17+00:00,2020-02-26T05:18:17+00:00,Admiralty Plaza: Singapore,Admiralty Plaza,Singapore,standard,1,1,1,9,154.97,1394.73
orderid:755205,NIU-3QFC,orderid:755205,crmid:4164792342,2020-01-04T09:22:15.000Z,mobile,prd1009,1578302535,1578820935,2020-01-06T09:22:15+00:00,2020-01-12T09:22:15+00:00,Admiralty Plaza: San Antonio,Admiralty Plaza,San Antonio,standard,1,1,0,6,126.82,760.92
orderid:711732,JXY-TGF8,orderid:711732,crmid:8270633567,2020-01-02T15:37:05.000Z,call center,prd1057,1580571425,1581176225,2020-02-01T15:37:05+00:00,2020-02-08T15:37:05+00:00,Admiralty Plaza: Mumbai,Admiralty Plaza,Mumbai,ultra-luxury,1,1,0,7,297.37,2081.59
orderid:805423,Q35-WGBR,orderid:805423,crmid:6481342381,2020-01-05T14:04:28.000Z,call center,prd1141,1580047468,1580565868,2020-01-26T14:04:28+00:00,2020-02-01T14:04:28+00:00,Admiralty Plaza: Phoenix,Admiralty Plaza,Phoenix,standard,1,1,0,6,117.95,707.7
orderid:270493,FMH-KEGS,orderid:270493,crmid:4103008365,2020-02-06T14:45:06.000Z,kiosk,prd1023,1581086706,1581173106,2020-02-07T14:45:06+00:00,2020-02-08T14:45:06+00:00,Hospitality Inn: Boston,Hospitality Inn,Boston,standard,1,1,0,1,159.24,159.24
orderid:517673,XBK-QM3Q,orderid:517673,crmid:4103008365,2020-02-10T00:00:00.000Z,website,prd1064,1581465600,1581552000,2020-02-12T00:00:00+00:00,2020-02-13T00:00:00+00:00,Aspen Heights: Paris,Aspen Heights,Paris,ultra-luxury,1,1,0,1,246.79,246.79
orderid:932093,AFA-UC5N,orderid:932093,crmid:5930475425,2020-01-27T06:53:18.000Z,website,prd1197,1582267998,1583218398,2020-02-21T06:53:18+00:00,2020-03-03T06:53:18+00:00,Sapphire Suites: London,Sapphire Suites,London,standard,1,1,0,11,143.15,1574.65
orderid:695961,OYY-0G3Y,orderid:695961,crmid:6464409498,2019-12-06T16:47:54.000Z,mobile,prd1059,1577983674,1578588474,2020-01-02T16:47:54+00:00,2020-01-09T16:47:54+00:00,Hospitality Inn: Kinshasa,Hospitality Inn,Kinshasa,standard,1,1,4,7,162.44,1137.08
orderid:407017,DHT-HWF8,orderid:407017,crmid:5121739855,2020-02-03T12:02:11.000Z,mobile,prd1075,1580817731,1581163331,2020-02-04T12:02:11+00:00,2020-02-08T12:02:11+00:00,Family Fun Hotels: Bangalore,Family Fun Hotels,Bangalore,standard,1,1,0,4,161.07,644.28
orderid:784991,RTD-LB4H,orderid:784991,crmid:7868562481,2019-12-27T04:23:49.000Z,website,prd1141,1579753429,1581308629,2020-01-23T04:23:49+00:00,2020-02-10T04:23:49+00:00,Admiralty Plaza: Phoenix,Admiralty Plaza,Phoenix,standard,1,1,0,18,156.0,2808.0
orderid:415572,7OE-SSMH,orderid:415572,crmid:1206611051,2020-02-09T04:55:21.000Z,call center,prd1070,1581310521,1581569721,2020-02-10T04:55:21+00:00,2020-02-13T04:55:21+00:00,Blue Reef Resort: Jakarta,Blue Reef Resort,Jakarta,standard,1,1,0,3,108.23,324.69
orderid:430011,US9-OGV5,orderid:430011,crmid:7517777901,2019-12-26T01:31:05.000Z,website,prd1053,1578879065,1579397465,2020-01-13T01:31:05+00:00,2020-01-19T01:31:05+00:00,Sapphire Suites: Cleveland,Sapphire Suites,Cleveland,luxury,1,1,0,6,317.39,1904.34
orderid:830597,JXJ-LCI4,orderid:830597,crmid:1164778200,2020-01-11T02:50:25.000Z,website,prd1164,1580698225,1581043825,2020-02-03T02:50:25+00:00,2020-02-07T02:50:25+00:00,Repose Resort: Las Vegas,Repose Resort,Las Vegas,standard,1,1,0,4,149.46,597.84
orderid:726504,IZC-XRMA,orderid:726504,crmid:7403889909,2019-12-22T01:42:03.000Z,kiosk,prd1088,1578706923,1579138923,2020-01-11T01:42:03+00:00,2020-01-16T01:42:03+00:00,Aspen Heights: Ankara,Aspen Heights,Ankara,premium,1,1,0,5,111.52,557.6
orderid:842576,LBQ-JGUU,orderid:842576,crmid:3554298116,2020-01-31T10:30:17.000Z,website,prd1037,1582194617,1582799417,2020-02-20T10:30:17+00:00,2020-02-27T10:30:17+00:00,Grandeur Hotels: Sacramento,Grandeur Hotels,Sacramento,luxury,1,1,4,7,383.2,2682.4
orderid:948730,BLB-9BQX,orderid:948730,crmid:1605676484,2020-01-23T23:55:51.000Z,kiosk,prd1129,1580169351,1580428551,2020-01-27T23:55:51+00:00,2020-01-30T23:55:51+00:00,Admiralty Plaza: Helsinki,Admiralty Plaza,Helsinki,standard,1,1,0,3,133.06,399.18
orderid:186035,MSV-NC7I,orderid:186035,crmid:4289609337,2020-02-10T14:32:29.000Z,website,prd1039,1583505149,1584887549,2020-03-06T14:32:29+00:00,2020-03-22T14:32:29+00:00,Family Fun Hotels: Kansas City,Family Fun Hotels,Kansas City,premium,1,1,0,16,120.39,1926.24
orderid:818575,3IJ-IETH,orderid:818575,crmid:1161596954,2020-01-25T12:32:09.000Z,website,prd1028,1580214729,1580301129,2020-01-28T12:32:09+00:00,2020-01-29T12:32:09+00:00,Aspen Heights: Portland,Aspen Heights,Portland,standard,1,1,0,1,132.51,132.51
orderid:466415,QBC-JN7F,orderid:466415,crmid:7562738312,2019-12-26T16:13:41.000Z,kiosk,prd1148,1577549621,1577895221,2019-12-28T16:13:41+00:00,2020-01-01T16:13:41+00:00,Aspen Heights: Jacksonville,Aspen Heights,Jacksonville,luxury,1,1,0,4,265.24,1060.96
orderid:512767,FSV-HM5S,orderid:512767,crmid:5029007653,2020-01-15T19:44:57.000Z,kiosk,prd1122,1580759097,1581968697,2020-02-03T19:44:57+00:00,2020-02-17T19:44:57+00:00,Restful Nights: Valencia,Restful Nights,Valencia,premium,1,1,0,14,168.6,2360.4
orderid:242954,GN4-XRPO,orderid:242954,crmid:2454855896,2020-01-03T00:03:19.000Z,call center,prd1094,1578614599,1579824199,2020-01-10T00:03:19+00:00,2020-01-24T00:03:19+00:00,Blue Reef Resort: Berlin,Blue Reef Resort,Berlin,standard,1,1,0,14,158.33,2216.62
orderid:277019,BHA-YSYL,orderid:277019,crmid:1090398673,2020-02-09T03:15:20.000Z,website,prd1004,1582686920,1584328520,2020-02-26T03:15:20+00:00,2020-03-16T03:15:20+00:00,Aspen Heights: Boulder,Aspen Heights,Boulder,standard,1,1,0,19,148.71,2825.49
orderid:647465,ID1-G5JN,orderid:647465,crmid:4209338557,2020-01-20T12:37:15.000Z,call center,prd1172,1579610235,1579783035,2020-01-21T12:37:15+00:00,2020-01-23T12:37:15+00:00,Aspen Heights: Mesa,Aspen Heights,Mesa,standard,1,1,0,2,113.96,227.92
orderid:397000,VXU-EWZO,orderid:397000,crmid:3211510091,2019-12-06T22:13:08.000Z,mobile,prd1082,1578003188,1578521588,2020-01-02T22:13:08+00:00,2020-01-08T22:13:08+00:00,Blue Reef Resort: Surat,Blue Reef Resort,Surat,premium,1,1,0,6,157.38,944.28
orderid:377608,SKS-ULLY,orderid:377608,crmid:9246226125,2020-02-03T05:36:40.000Z,service desk,prd1067,1580794600,1581053800,2020-02-04T05:36:40+00:00,2020-02-07T05:36:40+00:00,Nesting Box Inn: Istanbul,Nesting Box Inn,Istanbul,standard,1,1,0,3,130.13,390.39
orderid:745879,AYV-WWSI,orderid:745879,crmid:4254600179,2019-12-08T20:39:05.000Z,kiosk,prd1059,1576096745,1576183145,2019-12-11T20:39:05+00:00,2019-12-12T20:39:05+00:00,Hospitality Inn: Kinshasa,Hospitality Inn,Kinshasa,standard,1,1,0,1,96.01,96.01
orderid:115307,PDL-X4WC,orderid:115307,crmid:2759212652,2019-12-24T20:51:49.000Z,mobile,prd1064,1577307109,1577479909,2019-12-25T20:51:49+00:00,2019-12-27T20:51:49+00:00,Aspen Heights: Paris,Aspen Heights,Paris,standard,1,1,0,2,142.02,284.04
orderid:545227,7RG-SL1U,orderid:545227,crmid:4345966629,2020-01-19T16:59:29.000Z,website,prd1093,1581613169,1582217969,2020-02-13T16:59:29+00:00,2020-02-20T16:59:29+00:00,Admiralty Plaza: Yokohama,Admiralty Plaza,Yokohama,standard,1,1,0,7,175.85,1230.95
orderid:623059,S8R-15NI,orderid:623059,crmid:6115836959,2020-01-06T18:46:29.000Z,website,prd1143,1578422789,1578595589,2020-01-07T18:46:29+00:00,2020-01-09T18:46:29+00:00,Hospitality Inn: San Antonio,Hospitality Inn,San Antonio,standard,1,1,0,2,145.09,290.18
orderid:539851,P8Y-GO9Y,orderid:539851,crmid:9039741771,2019-12-16T19:07:46.000Z,website,prd1163,1578164866,1578856066,2020-01-04T19:07:46+00:00,2020-01-12T19:07:46+00:00,Nesting Box Inn: Oklahoma City,Nesting Box Inn,Oklahoma City,premium,1,1,2,8,113.54,908.32
orderid:103035,BFK-MVLY,orderid:103035,crmid:7685419351,2019-12-28T21:33:40.000Z,call center,prd1026,1577828020,1577914420,2019-12-31T21:33:40+00:00,2020-01-01T21:33:40+00:00,Restful Nights: Nashville,Restful Nights,Nashville,premium,1,1,0,1,115.65,115.65
orderid:757226,JHN-PJHI,orderid:757226,crmid:6301679302,2019-12-18T21:50:31.000Z,call center,prd1116,1577051431,1577310631,2019-12-22T21:50:31+00:00,2019-12-25T21:50:31+00:00,Repose Resort: Naples,Repose Resort,Naples,luxury,1,1,0,3,334.0,1002.0
orderid:403583,VPG-96AY,orderid:403583,crmid:5172318902,2020-01-14T14:37:43.000Z,mobile,prd1064,1580049463,1580567863,2020-01-26T14:37:43+00:00,2020-02-01T14:37:43+00:00,Aspen Heights: Paris,Aspen Heights,Paris,luxury,1,1,0,6,393.28,2359.68
orderid:460661,UQW-Z1ZL,orderid:460661,crmid:8541676795,2019-12-27T06:21:15.000Z,mobile,prd1070,1579846875,1580365275,2020-01-24T06:21:15+00:00,2020-01-30T06:21:15+00:00,Blue Reef Resort: Jakarta,Blue Reef Resort,Jakarta,standard,1,1,0,6,181.33,1087.98
orderid:202479,KN2-34HL,orderid:202479,crmid:3491471056,2020-01-22T10:09:13.000Z,call center,prd1155,1582106953,1582279753,2020-02-19T10:09:13+00:00,2020-02-21T10:09:13+00:00,Hospitality Inn: Denver,Hospitality Inn,Denver,standard,1,1,0,2,137.3,274.6
